"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
5.670120310E-1,2.771250153E1,1.254375076E1,-9.298125458E1,9.783068091E1
5.770120310E-1,2.776875114E1,1.241250038E1,-9.307500458E1,9.791899807E1
5.870120310E-1,2.765625191E1,1.220625019E1,-9.307500458E1,9.786121443E1
5.970120310E-1,2.733750153E1,1.203750038E1,-9.315000153E1,9.782209970E1
6.070120310E-1,2.745000076E1,1.198125076E1,-9.311250305E1,9.781099701E1
6.170120310E-1,2.756250191E1,1.228125095E1,-9.301875305E1,9.779063890E1
6.270120310E-1,2.756250191E1,1.243125057E1,-9.301875305E1,9.780959013E1
6.370120310E-1,2.758125114E1,1.224375057E1,-9.301875305E1,9.779122283E1
6.470120310E-1,2.754375076E1,1.198125076E1,-9.326250458E1,9.798011704E1
6.570120310E-1,2.493750191E1,2.493750095E0,-9.236250305E1,9.570229757E1
6.670120310E-1,2.156250000E1,-2.407500076E1,-9.026250458E1,9.587422386E1
6.770120310E-1,1.923750114E1,-5.925000381E1,-8.754375458E1,1.074455833E2
6.870120310E-1,1.700625038E1,-9.813750458E1,-8.482500458E1,1.308260821E2
6.970120310E-1,1.518750095E1,-1.386187592E2,-8.223750305E1,1.618914065E2
7.070120310E-1,1.348125076E1,-1.791750031E2,-7.985625458E1,1.966276868E2
7.170120310E-1,1.196250057E1,-2.198625031E2,-7.732500458E1,2.333704737E2
7.270120310E-1,1.059375000E1,-2.601562500E2,-7.501875305E1,2.709636789E2
7.370120310E-1,1.183125019E1,-2.913750000E2,-7.396875000E1,3.008500375E2
7.470120310E-1,1.410000038E1,-3.051937561E2,-7.395000458E1,3.143416007E2
7.570120310E-1,1.569375038E1,-3.103312683E2,-7.453125000E1,3.195413856E2
7.670120310E-1,1.708125114E1,-3.116062622E2,-7.548750305E1,3.210741268E2
7.770120310E-1,1.783125114E1,-3.120375061E2,-7.588125610E1,3.216260620E2
7.870120310E-1,1.850625038E1,-3.121312561E2,-7.627500153E1,3.218482223E2
7.970120310E-1,1.921875000E1,-3.118500061E2,-7.668750000E1,3.217153389E2
8.070120310E-1,1.981875038E1,-3.120000000E2,-7.710000610E1,3.219956425E2
8.170120310E-1,2.021250153E1,-3.117937622E2,-7.728750610E1,3.218652730E2
8.270120310E-1,2.064375114E1,-3.118687744E2,-7.768125153E1,3.220600468E2
8.370120310E-1,2.094375038E1,-3.119250183E2,-7.816875458E1,3.222517834E2
8.470120310E-1,2.122500038E1,-3.121125183E2,-7.826250458E1,3.224744088E2
8.570120310E-1,2.173125076E1,-3.120000000E2,-7.863750458E1,3.224904718E2
8.670120310E-1,2.223750114E1,-3.118875122E2,-7.895625305E1,3.224940567E2
8.770120310E-1,2.221875000E1,-3.119437561E2,-7.938750458E1,3.226529958E2
8.870120310E-1,2.220000076E1,-3.118500061E2,-7.946250153E1,3.225795336E2
8.970120310E-1,2.248125076E1,-3.117375183E2,-7.948125458E1,3.224948942E2
9.070120310E-1,2.268750000E1,-3.116250000E2,-7.955625153E1,3.224190758E2
9.170120310E-1,2.272500038E1,-3.114375000E2,-7.950000000E1,3.222266160E2
9.270120310E-1,2.287500000E1,-3.113625183E2,-7.957500458E1,3.221832783E2
9.370120310E-1,2.298750114E1,-3.112687683E2,-8.000625610E1,3.222074989E2
9.470120310E-1,2.313750076E1,-3.111375122E2,-8.011875153E1,3.221194030E2
9.570120310E-1,2.347500038E1,-3.110250244E2,-8.026875305E1,3.220725294E2
9.670120310E-1,2.362500000E1,-3.111937561E2,-8.032500458E1,3.222604549E2
9.770120310E-1,2.390625000E1,-3.111187744E2,-8.041875458E1,3.222321782E2
9.870120310E-1,2.400000000E1,-3.110437622E2,-8.053125000E1,3.221948234E2
9.970120310E-1,2.420625114E1,-3.109875183E2,-8.088750458E1,3.222451978E2
1.007012031E0,2.431875038E1,-3.109500122E2,-8.088750458E1,3.222174733E2
1.017012031E0,2.448750114E1,-3.112125244E2,-8.073750305E1,3.224459915E2
1.027012031E0,2.445000076E1,-3.111750183E2,-8.105625153E1,3.224869152E2
1.037012031E0,2.458125114E1,-3.111750183E2,-8.122500610E1,3.225393488E2
1.047012031E0,2.456250191E1,-3.110250244E2,-8.139375305E1,3.224357693E2
1.057012031E0,2.461875153E1,-3.111000061E2,-8.160000610E1,3.225645016E2
1.067012031E0,2.476875114E1,-3.113437500E2,-8.171250153E1,3.228395183E2
1.077012031E0,2.486250114E1,-3.113250122E2,-8.160000610E1,3.228001986E2
1.087012031E0,2.491875076E1,-3.114187622E2,-8.156250000E1,3.228854766E2
1.097012031E0,2.482500076E1,-3.112500000E2,-8.175000000E1,3.227629249E2
1.107012031E0,2.486250114E1,-3.113437500E2,-8.161875153E1,3.228230091E2
1.117012031E0,2.501250076E1,-3.112312622E2,-8.169375610E1,3.227450907E2
1.127012031E0,2.521875191E1,-3.113062744E2,-8.175000000E1,3.228477109E2
1.137012031E0,2.525625038E1,-3.111187744E2,-8.193750000E1,3.227174056E2
1.147012031E0,2.521875191E1,-3.109875183E2,-8.216250610E1,3.226451602E2
1.157012031E0,2.546250153E1,-3.109500122E2,-8.238750458E1,3.226855280E2
1.167012031E0,2.548125076E1,-3.109312744E2,-8.246250153E1,3.226881090E2
1.177012031E0,2.581875038E1,-3.108000183E2,-8.272500610E1,3.226556770E2
1.187012031E0,2.602500153E1,-3.106500244E2,-8.268750000E1,3.225181561E2
1.197012031E0,2.604375076E1,-3.108000183E2,-8.257500458E1,3.226353355E2
1.207012031E0,2.602500153E1,-3.107062683E2,-8.274375153E1,3.225867547E2
1.217012031E0,2.606250191E1,-3.109125061E2,-8.268750000E1,3.227740125E2
1.227012031E0,2.621250153E1,-3.108000183E2,-8.261250305E1,3.226586002E2
1.237012031E0,2.621250153E1,-3.108562622E2,-8.246250153E1,3.226744104E2
1.247012031E0,2.623125076E1,-3.106875000E2,-8.270625305E1,3.225757670E2
1.257012031E0,2.606250191E1,-3.107250061E2,-8.246250153E1,3.225358082E2
1.267012031E0,2.611875153E1,-3.108562622E2,-8.261250305E1,3.227051760E2
1.277012031E0,2.625000191E1,-3.109312744E2,-8.246250153E1,3.227497237E2
1.287012031E0,2.623125076E1,-3.110625000E2,-8.266875458E1,3.229273609E2
1.297012031E0,2.634375191E1,-3.110250244E2,-8.263125610E1,3.228908230E2
1.307012031E0,2.645625114E1,-3.109312744E2,-8.253750610E1,3.227857347E2
1.317012031E0,2.638125038E1,-3.109500122E2,-8.270625305E1,3.228408350E2
1.327012031E0,2.645625114E1,-3.111187744E2,-8.268750000E1,3.230047177E2
1.337012031E0,2.666250038E1,-3.111562500E2,-8.268750000E1,3.230577711E2
1.347012031E0,2.662500191E1,-3.113250122E2,-8.261250305E1,3.231980501E2
1.357012031E0,2.647500038E1,-3.113250122E2,-8.287500000E1,3.232529265E2
1.367012031E0,2.655000114E1,-3.110812683E2,-8.253750610E1,3.229379166E2
1.377012031E0,2.651250076E1,-3.110250244E2,-8.265000153E1,3.229094320E2
1.387012031E0,2.640000153E1,-3.112312622E2,-8.280000305E1,3.231372760E2
1.397012031E0,2.651250076E1,-3.112500000E2,-8.265000153E1,3.231261332E2
1.407012031E0,2.655000114E1,-3.111000061E2,-8.263125610E1,3.229799388E2
1.417012031E0,2.670000076E1,-3.110812683E2,-8.270625305E1,3.229934517E2
1.427012031E0,2.671875191E1,-3.106312561E2,-8.306250000E1,3.226531386E2
1.437012031E0,2.690625191E1,-3.104625244E2,-8.313750458E1,3.225256116E2
1.447012031E0,2.694375038E1,-3.106875000E2,-8.323125458E1,3.227694689E2
1.457012031E0,2.698125076E1,-3.107812500E2,-8.298750305E1,3.228000912E2
1.467012031E0,2.718750191E1,-3.106875000E2,-8.317500305E1,3.227754081E2
1.477012031E0,2.737500191E1,-3.107062683E2,-8.330625153E1,3.228431623E2
1.487012031E0,2.750625038E1,-3.107812500E2,-8.330625153E1,3.229264788E2
1.497012031E0,2.728125191E1,-3.109125061E2,-8.340000153E1,3.230579103E2
1.507012031E0,2.724375153E1,-3.111187744E2,-8.341875458E1,3.232581049E2
1.517012031E0,2.701875114E1,-3.113250122E2,-8.317500305E1,3.233749484E2
1.527012031E0,2.700000191E1,-3.115312500E2,-8.321250153E1,3.235815820E2
1.537012031E0,2.694375038E1,-3.114750061E2,-8.328750610E1,3.235420433E2
1.547012031E0,2.673750114E1,-3.114562683E2,-8.332500458E1,3.235165489E2
1.557012031E0,2.643750191E1,-3.115125122E2,-8.336250305E1,3.235557041E2
1.567012031E0,2.623125076E1,-3.116250000E2,-8.338125610E1,3.236520555E2
1.577012031E0,2.647500038E1,-3.114375000E2,-8.334375000E1,3.234817193E2
1.587012031E0,2.662500191E1,-3.114375000E2,-8.328750610E1,3.234795446E2
1.597012031E0,2.660625076E1,-3.113437500E2,-8.355000305E1,3.234554471E2
1.607012031E0,2.673750114E1,-3.109500122E2,-8.366250610E1,3.231164171E2
1.617012031E0,2.696250153E1,-3.108000183E2,-8.381250000E1,3.230296628E2
1.627012031E0,2.705625153E1,-3.109125061E2,-8.353125000E1,3.230728972E2
1.637012031E0,2.733750153E1,-3.109875183E2,-8.355000305E1,3.231736043E2
1.647012031E0,2.752500153E1,-3.108562622E2,-8.377500153E1,3.231214823E2
1.657012031E0,2.731875038E1,-3.110062561E2,-8.370000458E1,3.232288604E2
1.667012031E0,2.722500038E1,-3.110812683E2,-8.338125610E1,3.232107517E2
1.677012031E0,2.767500114E1,-3.109125061E2,-8.349375153E1,3.231156119E2
1.687012031E0,2.773125076E1,-3.109875183E2,-8.340000153E1,3.231684067E2
1.697012031E0,2.754375076E1,-3.110625000E2,-8.345625305E1,3.232390498E2
1.707012031E0,2.758125114E1,-3.108562622E2,-8.349375153E1,3.230534750E2
1.717012031E0,2.750625038E1,-3.107625122E2,-8.362500000E1,3.229908256E2
1.727012031E0,2.750625038E1,-3.106500244E2,-8.336250305E1,3.228147122E2
1.737012031E0,2.763750076E1,-3.107625122E2,-8.340000153E1,3.229438507E2
1.747012031E0,2.771250153E1,-3.106875000E2,-8.355000305E1,3.229168754E2
1.757012031E0,2.769375038E1,-3.107625122E2,-8.343750000E1,3.229583552E2
1.767012031E0,2.778750038E1,-3.107062683E2,-8.360625458E1,3.229559353E2
1.777012031E0,2.778750038E1,-3.107062683E2,-8.347500610E1,3.229219828E2
1.787012031E0,2.778750038E1,-3.107250061E2,-8.362500000E1,3.229788154E2
1.797012031E0,2.778750038E1,-3.106875000E2,-8.340000153E1,3.228845430E2
1.807012031E0,2.793750191E1,-3.107062683E2,-8.364375305E1,3.229785854E2
1.817012031E0,2.784375191E1,-3.104250183E2,-8.409375000E1,3.228168603E2
1.827012031E0,2.795625114E1,-3.104250183E2,-8.415000153E1,3.228412407E2
1.837012031E0,2.793750191E1,-3.105000000E2,-8.415000153E1,3.229117167E2
1.847012031E0,2.784375191E1,-3.105375061E2,-8.422500610E1,3.229592372E2
1.857012031E0,2.793750191E1,-3.106500244E2,-8.445000458E1,3.231342522E2
1.867012031E0,2.791875076E1,-3.108750000E2,-8.448750305E1,3.233587179E2
1.877012031E0,2.795625114E1,-3.106312561E2,-8.465625000E1,3.231717963E2
1.887012031E0,2.797500038E1,-3.108937683E2,-8.437500000E1,3.233522482E2
1.897012031E0,2.799375153E1,-3.110062561E2,-8.398125458E1,3.233595407E2
1.907012031E0,2.784375191E1,-3.109687500E2,-8.403750610E1,3.233251311E2
1.917012031E0,2.767500114E1,-3.109875183E2,-8.403750610E1,3.233286945E2
1.927012031E0,2.776875114E1,-3.109875183E2,-8.401875305E1,3.233318589E2
1.937012031E0,2.797500038E1,-3.108375244E2,-8.400000000E1,3.232005062E2
1.947012031E0,2.799375153E1,-3.108562622E2,-8.401875305E1,3.232250249E2
1.957012031E0,2.786250114E1,-3.111000061E2,-8.379375458E1,3.233897433E2
1.967012031E0,2.761875153E1,-3.108375244E2,-8.407500458E1,3.231893693E2
1.977012031E0,2.780625153E1,-3.108375244E2,-8.422500610E1,3.232444986E2
1.987012031E0,2.782500076E1,-3.110812683E2,-8.426250458E1,3.234902716E2
1.997012031E0,2.773125076E1,-3.108937683E2,-8.426250458E1,3.233019133E2
2.007012031E0,2.775000191E1,-3.109875183E2,-8.418750000E1,3.233741398E2
2.017012031E0,2.767500114E1,-3.110062561E2,-8.413125610E1,3.233710953E2
2.027012031E0,2.773125076E1,-3.107250061E2,-8.435625458E1,3.231640905E2
2.037012031E0,2.784375191E1,-3.107625122E2,-8.461875153E1,3.232784351E2
2.047012031E0,2.797500038E1,-3.107812500E2,-8.476875305E1,3.233470697E2
2.057012031E0,2.784375191E1,-3.108000183E2,-8.476875305E1,3.233537806E2
2.067012031E0,2.791875076E1,-3.105750122E2,-8.499375153E1,3.232030827E2
2.077012031E0,2.806875038E1,-3.107812500E2,-8.510625458E1,3.234438354E2
2.087012031E0,2.797500038E1,-3.108375244E2,-8.510625458E1,3.234897862E2
2.097012031E0,2.784375191E1,-3.107062683E2,-8.535000610E1,3.234165785E2
2.107012031E0,2.786250114E1,-3.108000183E2,-8.523750305E1,3.234785963E2
2.117012031E0,2.791875076E1,-3.109500122E2,-8.516250610E1,3.236078169E2
2.127012031E0,2.793750191E1,-3.111187744E2,-8.521875000E1,3.237863974E2
2.137012031E0,2.788125038E1,-3.111000061E2,-8.521875000E1,3.237635144E2
2.147012031E0,2.793750191E1,-3.111750183E2,-8.521875000E1,3.238404412E2
2.157012031E0,2.778750038E1,-3.112687683E2,-8.512500000E1,3.238929714E2
2.167012031E0,2.793750191E1,-3.109500122E2,-8.497500610E1,3.235601424E2
2.177012031E0,2.801250076E1,-3.112875061E2,-8.456250000E1,3.237829953E2
2.187012031E0,2.801250076E1,-3.113812561E2,-8.430000305E1,3.238046902E2
2.197012031E0,2.790000153E1,-3.113250122E2,-8.437500000E1,3.237604268E2
2.207012031E0,2.793750191E1,-3.113250122E2,-8.416875458E1,3.237099728E2
2.217012031E0,2.812500191E1,-3.114187622E2,-8.403750610E1,3.237822781E2
2.227012031E0,2.808750153E1,-3.116250000E2,-8.398125458E1,3.239628057E2
2.237012031E0,2.805000114E1,-3.115312500E2,-8.428125000E1,3.239472972E2
2.247012031E0,2.790000153E1,-3.116812744E2,-8.435625458E1,3.240981404E2
2.257012031E0,2.790000153E1,-3.113625183E2,-8.471250153E1,3.238846026E2
2.267012031E0,2.795625114E1,-3.111375122E2,-8.497500610E1,3.237419576E2
2.277012031E0,2.801250076E1,-3.108750000E2,-8.491875458E1,3.234797686E2
2.287012031E0,2.805000114E1,-3.108937683E2,-8.469375610E1,3.234420660E2
2.297012031E0,2.799375153E1,-3.108937683E2,-8.461875153E1,3.234175605E2
2.307012031E0,2.790000153E1,-3.107062683E2,-8.446875000E1,3.231899828E2
2.317012031E0,2.799375153E1,-3.105750122E2,-8.431875610E1,3.230327243E2
2.327012031E0,2.808750153E1,-3.105187683E2,-8.460000610E1,3.230603260E2
2.337012031E0,2.810625076E1,-3.108937683E2,-8.439375305E1,3.233685236E2
2.347012031E0,2.803125191E1,-3.111937561E2,-8.413125610E1,3.235820965E2
2.357012031E0,2.805000114E1,-3.111750183E2,-8.430000305E1,3.236096184E2
2.367012031E0,2.791875076E1,-3.111000061E2,-8.446875000E1,3.235701472E2
2.377012031E0,2.790000153E1,-3.109875183E2,-8.448750305E1,3.234652760E2
2.387012031E0,2.797500038E1,-3.111000061E2,-8.450625610E1,3.235847984E2
2.397012031E0,2.816250038E1,-3.111375122E2,-8.443125153E1,3.236175430E2
2.407012031E0,2.818125153E1,-3.111000061E2,-8.445000458E1,3.235880097E2
2.417012031E0,2.829375076E1,-3.109500122E2,-8.450625610E1,3.234683195E2
2.427012031E0,2.844375038E1,-3.106875000E2,-8.467500305E1,3.232732988E2
2.437012031E0,2.857500076E1,-3.108750000E2,-8.443125153E1,3.234013490E2
2.447012031E0,2.872500038E1,-3.108750000E2,-8.460000610E1,3.234587335E2
2.457012031E0,2.876250076E1,-3.107062683E2,-8.488125610E1,3.233736140E2
2.467012031E0,2.880000114E1,-3.106312561E2,-8.506875610E1,3.233541566E2
2.477012031E0,2.872500038E1,-3.106125183E2,-8.510625458E1,3.233393523E2
2.487012031E0,2.883750153E1,-3.109687500E2,-8.473125458E1,3.235931867E2
2.497012031E0,2.874375153E1,-3.108750000E2,-8.461875153E1,3.234653026E2
2.507012031E0,2.874375153E1,-3.109875183E2,-8.443125153E1,3.235244597E2
2.517012031E0,2.857500076E1,-3.109687500E2,-8.454375458E1,3.235208503E2
2.527012031E0,2.859375191E1,-3.109875183E2,-8.445000458E1,3.235160621E2
2.537012031E0,2.861250114E1,-3.113062744E2,-8.435625458E1,3.237997057E2
2.547012031E0,2.868750191E1,-3.111937561E2,-8.422500610E1,3.236639897E2
2.557012031E0,2.878125191E1,-3.111375122E2,-8.431875610E1,3.236426495E2
2.567012031E0,2.865000153E1,-3.109312744E2,-8.450625610E1,3.234816646E2
2.577012031E0,2.865000153E1,-3.110062561E2,-8.471250153E1,3.236076665E2
2.587012031E0,2.872500038E1,-3.110437622E2,-8.471250153E1,3.236503601E2
2.597012031E0,2.883750153E1,-3.108750000E2,-8.467500305E1,3.234883665E2
2.607012031E0,2.880000114E1,-3.108937683E2,-8.460000610E1,3.234834405E2
2.617012031E0,2.870625114E1,-3.107812500E2,-8.437500000E1,3.233081732E2
2.627012031E0,2.855625153E1,-3.110812683E2,-8.439375305E1,3.235881959E2
2.637012031E0,2.851875114E1,-3.113250122E2,-8.426250458E1,3.237850399E2
2.647012031E0,2.851875114E1,-3.113437500E2,-8.437500000E1,3.238323493E2
2.657012031E0,2.848125076E1,-3.113437500E2,-8.446875000E1,3.238534885E2
2.667012031E0,2.825625038E1,-3.113625183E2,-8.471250153E1,3.239154850E2
2.677012031E0,2.823750114E1,-3.114562683E2,-8.497500610E1,3.240727005E2
2.687012031E0,2.823750114E1,-3.114562683E2,-8.497500610E1,3.240727005E2
2.697012031E0,2.844375038E1,-3.112875061E2,-8.520000458E1,3.239876528E2
2.707012031E0,2.848125076E1,-3.112875061E2,-8.520000458E1,3.239909472E2
2.717012031E0,2.840625191E1,-3.111187744E2,-8.542500305E1,3.238815186E2
2.727012031E0,2.844375038E1,-3.111562500E2,-8.540625000E1,3.239158631E2
2.737012031E0,2.861250114E1,-3.114187622E2,-8.508750153E1,3.240990645E2
2.747012031E0,2.876250076E1,-3.113625183E2,-8.499375153E1,3.240336974E2
2.757012031E0,2.881875038E1,-3.112125244E2,-8.488125610E1,3.238650697E2
2.767012031E0,2.878125191E1,-3.112125244E2,-8.488125610E1,3.238617351E2
2.777012031E0,2.868750191E1,-3.112687683E2,-8.486250305E1,3.239025522E2
2.787012031E0,2.859375191E1,-3.111562500E2,-8.505000305E1,3.238353248E2
2.797012031E0,2.876250076E1,-3.112500000E2,-8.476875305E1,3.238666167E2
2.807012031E0,2.887500191E1,-3.111000061E2,-8.465625000E1,3.237030432E2
2.817012031E0,2.880000114E1,-3.108937683E2,-8.473125458E1,3.235177905E2
2.827012031E0,2.887500191E1,-3.108375244E2,-8.482500458E1,3.234949980E2
2.837012031E0,2.885625076E1,-3.111750183E2,-8.482500458E1,3.238176287E2
2.847012031E0,2.906250191E1,-3.111562500E2,-8.465625000E1,3.237738742E2
2.857012031E0,2.919375038E1,-3.111187744E2,-8.475000000E1,3.237741950E2
2.867012031E0,2.958750153E1,-3.111187744E2,-8.441250610E1,3.237217682E2
2.877012031E0,2.945625114E1,-3.110437622E2,-8.461875153E1,3.236915597E2
2.887012031E0,2.949375153E1,-3.110437622E2,-8.461875153E1,3.236949745E2
2.897012031E0,2.960625076E1,-3.108937683E2,-8.480625153E1,3.236102062E2
2.907012031E0,2.932500076E1,-3.109500122E2,-8.495625305E1,3.236779738E2
2.917012031E0,2.938125038E1,-3.105750122E2,-8.508750153E1,3.233573549E2
2.927012031E0,2.913750076E1,-3.105750122E2,-8.535000610E1,3.234044769E2
2.937012031E0,2.904375076E1,-3.106875000E2,-8.514375305E1,3.234497191E2
2.947012031E0,2.889375114E1,-3.105000000E2,-8.516250610E1,3.232611194E2
2.957012031E0,2.895000076E1,-3.104437561E2,-8.520000458E1,3.232220120E2
2.967012031E0,2.876250076E1,-3.104812622E2,-8.525625610E1,3.232561288E2
2.977012031E0,2.874375153E1,-3.106500244E2,-8.514375305E1,3.233869193E2
2.987012031E0,2.906250191E1,-3.107062683E2,-8.491875458E1,3.234102798E2
2.997012031E0,2.900625038E1,-3.110625000E2,-8.476875305E1,3.237081756E2
3.007012031E0,2.904375076E1,-3.110437622E2,-8.505000305E1,3.237672999E2
3.017012031E0,2.889375114E1,-3.109875183E2,-8.538750458E1,3.237886832E2
3.027012031E0,2.881875038E1,-3.108750000E2,-8.604375458E1,3.238476705E2
3.037012031E0,2.865000153E1,-3.108937683E2,-8.615625000E1,3.238806218E2
3.047012031E0,2.840625191E1,-3.107250061E2,-8.662500000E1,3.238222278E2
3.057012031E0,2.816250038E1,-3.103875122E2,-8.701875305E1,3.235827522E2
3.067012031E0,2.801250076E1,-3.100875244E2,-8.745000458E1,3.233983245E2
3.077012031E0,2.797500038E1,-3.099187622E2,-8.750625610E1,3.232484875E2
3.087012031E0,2.793750191E1,-3.096000061E2,-8.761875153E1,3.229701432E2
3.097012031E0,2.805000114E1,-3.094125061E2,-8.763750458E1,3.228052566E2
3.107012031E0,2.805000114E1,-3.095250244E2,-8.745000458E1,3.228622719E2
3.117012031E0,2.803125191E1,-3.094875183E2,-8.735625458E1,3.227993034E2
3.127012031E0,2.836875153E1,-3.097500000E2,-8.700000000E1,3.229842853E2
3.137012031E0,2.846250153E1,-3.099000244E2,-8.694375610E1,3.231212711E2
3.147012031E0,2.848125076E1,-3.098062744E2,-8.705625153E1,3.230633069E2
3.157012031E0,2.865000153E1,-3.097875061E2,-8.711250305E1,3.230753932E2
3.167012031E0,2.872500038E1,-3.102937622E2,-8.671875000E1,3.234617228E2
3.177012031E0,2.874375153E1,-3.103875122E2,-8.655000305E1,3.235081359E2
3.187012031E0,2.883750153E1,-3.106125183E2,-8.655000305E1,3.237323602E2
3.197012031E0,2.915625191E1,-3.106500244E2,-8.641875458E1,3.237618351E2
3.207012031E0,2.915625191E1,-3.108937683E2,-8.636250305E1,3.239807157E2
3.217012031E0,2.932500076E1,-3.108187561E2,-8.634375000E1,3.239189682E2
3.227012031E0,2.934375191E1,-3.110062561E2,-8.608125305E1,3.240307535E2
3.237012031E0,2.913750076E1,-3.111187744E2,-8.589375305E1,3.240703975E2
3.247012031E0,2.913750076E1,-3.108562622E2,-8.602500153E1,3.238532238E2
3.257012031E0,2.930625153E1,-3.108187561E2,-8.593125153E1,3.238075594E2
3.267012031E0,2.936250114E1,-3.105000000E2,-8.566875458E1,3.234370758E2
3.277012031E0,2.932500076E1,-3.104625244E2,-8.583750153E1,3.234424391E2
3.287012031E0,2.949375153E1,-3.100500183E2,-8.591250610E1,3.230818069E2
3.297012031E0,2.951250076E1,-3.101062622E2,-8.551875305E1,3.230330303E2
3.307012031E0,2.947500038E1,-3.103500061E2,-8.551875305E1,3.232636061E2
