"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.054307840E-1,-2.475000191E1,1.946250153E1,-9.056250572E0,3.276228372E1
6.154307840E-1,-2.469375038E1,1.963125038E1,-9.206250191E0,3.286217190E1
6.254307840E-1,-2.439375114E1,1.985625076E1,-8.925000191E0,3.269528128E1
6.354307840E-1,-2.428125191E1,1.989375114E1,-9.018750191E0,3.266004262E1
6.454307840E-1,-2.446875191E1,1.985625076E1,-9.225000381E0,3.283429832E1
6.554307840E-1,-2.460000038E1,1.953750038E1,-9.112500191E0,3.270950320E1
6.654307840E-1,-2.456250191E1,1.961250114E1,-9.337500572E0,3.278956569E1
6.754307840E-1,-2.445000076E1,1.976250076E1,-9.375000000E0,3.280624329E1
6.854307840E-1,-2.448750114E1,1.957500076E1,-9.543750763E0,3.277043707E1
6.954307840E-1,-2.465625191E1,1.929375076E1,-9.206250191E0,3.263333601E1
7.054307840E-1,-2.475000191E1,1.916250038E1,-9.093750000E0,3.259540312E1
7.154307840E-1,-2.454375076E1,1.923750114E1,-9.056250572E0,3.247295530E1
7.254307840E-1,-2.431875038E1,1.948125076E1,-9.000000000E0,3.243332779E1
7.354307840E-1,-2.400000000E1,1.981875038E1,-8.887500763E0,3.236928384E1
7.454307840E-1,-2.420625114E1,1.978125000E1,-8.775000572E0,3.246907885E1
7.554307840E-1,-2.430000114E1,1.966875076E1,-8.662500381E0,3.244054138E1
7.654307840E-1,-2.424375153E1,1.961250114E1,-8.568750381E0,3.233934403E1
7.754307840E-1,-2.385000038E1,1.978125000E1,-8.587500572E0,3.215377950E1
7.854307840E-1,-2.385000038E1,2.004375076E1,-8.681250572E0,3.234097361E1
7.954307840E-1,-2.400000000E1,1.972500038E1,-8.456250191E0,3.219602161E1
8.054307840E-1,-2.396250153E1,1.953750038E1,-8.362500191E0,3.202884341E1
8.154307840E-1,-2.441250038E1,1.944375038E1,-8.550000191E0,3.235942068E1
8.254307840E-1,-2.443125153E1,1.953750038E1,-8.756250381E0,3.248494872E1
8.354307840E-1,-2.431875038E1,1.951875114E1,-8.587500572E0,3.234390874E1
8.454307840E-1,-2.431875038E1,1.951875114E1,-8.643750191E0,3.235888879E1
8.554307840E-1,-2.461875153E1,1.963125038E1,-8.718750000E0,3.267239691E1
8.654307840E-1,-2.480625153E1,1.951875114E1,-8.793750763E0,3.276677911E1
8.754307840E-1,-2.461875153E1,1.974375153E1,-8.812500000E0,3.276520727E1
8.854307840E-1,-2.476875114E1,1.972500038E1,-8.737500191E0,3.284677431E1
8.954307840E-1,-2.465625191E1,1.983750153E1,-8.681250572E0,3.281495599E1
9.054307840E-1,-2.448750114E1,1.978125000E1,-8.812500000E0,3.268938238E1
9.154307840E-1,-2.441250038E1,1.987500000E1,-8.868750572E0,3.270535945E1
9.254307840E-1,-2.405625153E1,2.021250153E1,-8.812500000E0,3.263293753E1
9.354307840E-1,-2.413125038E1,1.993125153E1,-8.737500191E0,3.249486024E1
9.454307840E-1,-2.396250153E1,1.980000114E1,-8.812500000E0,3.230946736E1
9.554307840E-1,-2.407500076E1,1.968750000E1,-8.662500381E0,3.228377659E1
9.654307840E-1,-2.401875114E1,1.974375153E1,-8.793750763E0,3.231170350E1
9.754307840E-1,-2.396250153E1,1.972500038E1,-8.981250763E0,3.231006012E1
9.854307840E-1,-2.418750191E1,1.968750000E1,-8.662500381E0,3.236775892E1
9.954307840E-1,-2.424375153E1,1.955625153E1,-8.587500572E0,3.231024029E1
1.005430784E0,-2.437500191E1,1.944375038E1,-8.531250000E0,3.232618712E1
1.015430784E0,-2.415000153E1,1.970625114E1,-8.587500572E0,3.233116258E1
1.025430784E0,-2.405625153E1,2.008125114E1,-8.587500572E0,3.249161509E1
1.035430784E0,-2.413125038E1,2.021250153E1,-8.775000572E0,3.267817464E1
1.045430784E0,-2.433750153E1,2.017500114E1,-8.756250381E0,3.280269154E1
1.055430784E0,-2.424375153E1,2.017500114E1,-8.437500000E0,3.264937313E1
1.065430784E0,-2.411250114E1,2.043750000E1,-8.550000191E0,3.274456628E1
1.075430784E0,-2.426250076E1,2.045625114E1,-8.606250763E0,3.288152530E1
1.085430784E0,-2.450625038E1,2.010000038E1,-8.831250191E0,3.290223857E1
1.095430784E0,-2.461875153E1,1.993125153E1,-8.831250191E0,3.288356267E1
1.105430784E0,-2.505000114E1,1.976250076E1,-8.887500763E0,3.312169476E1
1.115430784E0,-2.512500191E1,1.951875114E1,-9.112500191E0,3.309509068E1
1.125430784E0,-2.482500076E1,1.935000038E1,-8.981250763E0,3.273172838E1
1.135430784E0,-2.456250191E1,1.925625038E1,-9.093750000E0,3.250870603E1
1.145430784E0,-2.461875153E1,1.890000153E1,-8.906250000E0,3.228953814E1
1.155430784E0,-2.454375076E1,1.903125000E1,-9.018750191E0,3.234071788E1
1.165430784E0,-2.454375076E1,1.938750076E1,-8.906250000E0,3.252064231E1
1.175430784E0,-2.445000076E1,1.946250153E1,-8.887500763E0,3.248967794E1
1.185430784E0,-2.424375153E1,1.935000038E1,-8.812500000E0,3.224658368E1
1.195430784E0,-2.405625153E1,1.955625153E1,-8.681250572E0,3.219494250E1
1.205430784E0,-2.416875076E1,1.972500038E1,-8.906250000E0,3.244264851E1
1.215430784E0,-2.445000076E1,1.966875076E1,-8.925000191E0,3.262388576E1
1.225430784E0,-2.433750153E1,1.968750000E1,-9.093750000E0,3.259766749E1
1.235430784E0,-2.424375153E1,1.953750038E1,-8.925000191E0,3.239026146E1
1.245430784E0,-2.428125191E1,1.936875153E1,-9.000000000E0,3.233771374E1
1.255430784E0,-2.437500191E1,1.923750114E1,-9.000000000E0,3.232989589E1
1.265430784E0,-2.426250076E1,1.927500153E1,-8.793750763E0,3.221062992E1
1.275430784E0,-2.446875191E1,1.916250038E1,-8.681250572E0,3.226895338E1
1.285430784E0,-2.445000076E1,1.912500000E1,-8.606250763E0,3.221235345E1
1.295430784E0,-2.458125114E1,1.906875038E1,-8.681250572E0,3.229890494E1
1.305430784E0,-2.469375038E1,1.912500000E1,-8.700000763E0,3.242278437E1
1.315430784E0,-2.490000153E1,1.914375114E1,-8.793750763E0,3.261630476E1
1.325430784E0,-2.473125076E1,1.908750153E1,-8.568750381E0,3.239430447E1
1.335430784E0,-2.480625153E1,1.927500153E1,-8.568750381E0,3.256223705E1
1.345430784E0,-2.493750191E1,1.921875000E1,-8.700000763E0,3.266388474E1
1.355430784E0,-2.456250191E1,1.936875153E1,-9.000000000E0,3.254942451E1
1.365430784E0,-2.454375076E1,1.923750114E1,-9.018750191E0,3.246251695E1
1.375430784E0,-2.446875191E1,1.955625153E1,-8.737500191E0,3.251938965E1
1.385430784E0,-2.426250076E1,1.948125076E1,-8.606250763E0,3.228398406E1
1.395430784E0,-2.407500076E1,1.961250114E1,-8.568750381E0,3.221303069E1
1.405430784E0,-2.400000000E1,1.989375114E1,-8.587500572E0,3.233429295E1
1.415430784E0,-2.405625153E1,1.959375000E1,-8.587500572E0,3.219259919E1
1.425430784E0,-2.409375191E1,1.951875114E1,-8.700000763E0,3.220528746E1
1.435430784E0,-2.437500191E1,1.957500076E1,-8.493750572E0,3.239544986E1
1.445430784E0,-2.443125153E1,1.959375000E1,-8.287500381E0,3.239573664E1
1.455430784E0,-2.448750114E1,1.933125114E1,-8.456250191E0,3.232403363E1
1.465430784E0,-2.463750076E1,1.940625000E1,-8.700000763E0,3.254687383E1
1.475430784E0,-2.454375076E1,1.929375076E1,-8.587500572E0,3.237884627E1
1.485430784E0,-2.450625038E1,1.912500000E1,-8.718750000E0,3.228526807E1
1.495430784E0,-2.446875191E1,1.918125153E1,-8.718750000E0,3.229019714E1
1.505430784E0,-2.431875038E1,1.936875153E1,-8.718750000E0,3.228880235E1
1.515430784E0,-2.428125191E1,1.927500153E1,-8.756250381E0,3.221454328E1
1.525430784E0,-2.439375114E1,1.938750076E1,-8.850000381E0,3.239217170E1
1.535430784E0,-2.426250076E1,1.938750076E1,-8.625000000E0,3.223251083E1
1.545430784E0,-2.426250076E1,1.938750076E1,-8.587500572E0,3.222249672E1
1.555430784E0,-2.443125153E1,1.948125076E1,-8.737500191E0,3.244609517E1
1.565430784E0,-2.458125114E1,1.944375038E1,-8.775000572E0,3.254685809E1
1.575430784E0,-2.452500153E1,1.948125076E1,-8.925000191E0,3.256762901E1
1.585430784E0,-2.437500191E1,1.931250000E1,-8.531250000E0,3.224741231E1
1.595430784E0,-2.435625076E1,1.940625000E1,-8.306250572E0,3.223078170E1
1.605430784E0,-2.416875076E1,1.953750038E1,-8.231250763E0,3.214958668E1
1.615430784E0,-2.413125038E1,1.950000000E1,-8.475000381E0,3.216197874E1
1.625430784E0,-2.386875153E1,1.953750038E1,-8.250000000E0,3.192951175E1
1.635430784E0,-2.375625038E1,1.935000038E1,-8.193750381E0,3.171623389E1
1.645430784E0,-2.370000076E1,1.946250153E1,-8.081250191E0,3.171412314E1
1.655430784E0,-2.366250038E1,1.961250114E1,-8.062500000E0,3.177370031E1
1.665430784E0,-2.366250038E1,1.985625076E1,-8.231250763E0,3.196776670E1
1.675430784E0,-2.362500000E1,1.965000153E1,-8.268750191E0,3.182193292E1
1.685430784E0,-2.377500153E1,1.959375000E1,-8.381250381E0,3.192821784E1
1.695430784E0,-2.405625153E1,1.951875114E1,-8.268750191E0,3.206332973E1
1.705430784E0,-2.420625114E1,1.946250153E1,-8.381250381E0,3.217105715E1
1.715430784E0,-2.428125191E1,1.944375038E1,-8.531250000E0,3.225555533E1
1.725430784E0,-2.439375114E1,1.927500153E1,-8.531250000E0,3.223915330E1
1.735430784E0,-2.450625038E1,1.918125153E1,-8.325000763E0,3.221462953E1
1.745430784E0,-2.471250153E1,1.888125038E1,-8.475000381E0,3.223406551E1
1.755430784E0,-2.491875076E1,1.899375153E1,-8.793750763E0,3.254284544E1
1.765430784E0,-2.480625153E1,1.860000038E1,-8.606250763E0,3.217728517E1
1.775430784E0,-2.471250153E1,1.867500114E1,-8.606250763E0,3.214857620E1
1.785430784E0,-2.493750191E1,1.852500153E1,-8.531250000E0,3.221547624E1
1.795430784E0,-2.491875076E1,1.863750076E1,-8.418750763E0,3.223625193E1
1.805430784E0,-2.482500076E1,1.869375038E1,-8.456250191E0,3.220629028E1
1.815430784E0,-2.465625191E1,1.867500114E1,-8.568750381E0,3.209532534E1
1.825430784E0,-2.465625191E1,1.897500038E1,-8.587500572E0,3.227578913E1
1.835430784E0,-2.448750114E1,1.899375153E1,-8.362500191E0,3.209878064E1
1.845430784E0,-2.756250191E1,1.072500038E1,-7.856250286E0,3.060127143E1
1.855430784E0,-3.052500153E1,2.306250095E0,-7.350000381E0,3.148201095E1
1.865430784E0,-4.222500229E1,-1.051875019E1,1.481250095E1,4.596743530E1
1.875430784E0,-4.119375229E1,-7.565625000E1,1.494375038E1,8.743059572E1
1.885430784E0,-3.875625229E1,-1.505437622E2,1.531875038E1,1.562054274E2
1.895430784E0,-3.553125000E1,-2.300625153E2,1.586250019E1,2.333299157E2
1.905430784E0,-3.198750114E1,-3.099000244E2,1.635000038E1,3.119752360E2
1.915430784E0,-2.853750038E1,-3.898687744E2,1.661250114E1,3.912646488E2
1.925430784E0,-2.176875114E1,-4.613625183E2,1.627500153E1,4.621624471E2
1.935430784E0,-1.494375038E1,-5.326125488E2,1.575000095E1,5.330548803E2
1.945430784E0,-8.643750191E0,-5.698687744E2,1.545000076E1,5.701436985E2
1.955430784E0,-5.906250000E0,-5.847000122E2,1.518750095E1,5.849270452E2
1.965430784E0,-4.200000286E0,-5.896875000E2,1.473750019E1,5.898865837E2
1.975430784E0,-3.375000238E0,-5.900437622E2,1.406250095E1,5.902209636E2
1.985430784E0,-2.681250095E0,-5.901562500E2,1.340625095E1,5.903145908E2
1.995430784E0,-2.025000095E0,-5.901375122E2,1.288125038E1,5.902815519E2
2.005430784E0,-1.481250048E0,-5.899500122E2,1.241250038E1,5.900824359E2
2.015430784E0,-1.143750072E0,-5.901562500E2,1.198125076E1,5.902789662E2
2.025430784E0,-8.437500596E-1,-5.899125366E2,1.145625019E1,5.900243711E2
2.035430784E0,-2.437500060E-1,-5.898375244E2,1.155000019E1,5.899506480E2
2.045430784E0,-5.625000224E-2,-5.897250366E2,1.136250019E1,5.898344924E2
2.055430784E0,1.500000060E-1,-5.895750122E2,1.121250057E1,5.896816410E2
2.065430784E0,1.687500030E-1,-5.894062500E2,1.096875000E1,5.895083286E2
2.075430784E0,3.750000000E-1,-5.890312500E2,1.080000019E1,5.891303711E2
2.085430784E0,5.812500119E-1,-5.891062622E2,1.074375057E1,5.892045097E2
2.095430784E0,7.500000000E-1,-5.890875244E2,1.081875038E1,5.891873380E2
2.105430784E0,8.625000119E-1,-5.892187500E2,1.096875000E1,5.893214681E2
2.115430784E0,9.937500358E-1,-5.891062622E2,1.066875076E1,5.892036982E2
2.125430784E0,1.125000000E0,-5.890500488E2,1.061250019E1,5.891467142E2
2.135430784E0,1.162500024E0,-5.890875244E2,1.051875019E1,5.891825752E2
2.145430784E0,1.312500000E0,-5.893500366E2,1.042500019E1,5.894436945E2
2.155430784E0,1.500000000E0,-5.895937500E2,1.029375076E1,5.896855105E2
2.165430784E0,1.462500095E0,-5.892750244E2,9.881250381E0,5.893596800E2
2.175430784E0,1.743750095E0,-5.891625366E2,9.468750000E0,5.892412006E2
2.185430784E0,1.931250095E0,-5.891437988E2,9.262500763E0,5.892197717E2
2.195430784E0,2.006250143E0,-5.890312500E2,9.000000000E0,5.891034192E2
2.205430784E0,2.043750048E0,-5.890312500E2,8.662500381E0,5.890984886E2
2.215430784E0,2.081250191E0,-5.889937744E2,8.512500763E0,5.890589619E2
2.225430784E0,2.287500143E0,-5.888812866E2,8.531250000E0,5.889475228E2
2.235430784E0,2.343750000E0,-5.885062866E2,8.493750572E0,5.885722440E2
2.245430784E0,2.325000048E0,-5.885437622E2,8.550000191E0,5.886104554E2
2.255430784E0,2.418750048E0,-5.885250244E2,8.643750191E0,5.885934668E2
2.265430784E0,2.456250191E0,-5.884312744E2,8.381250381E0,5.884960860E2
2.275430784E0,2.250000000E0,-5.886000366E2,8.268750191E0,5.886624142E2
2.285430784E0,2.231250048E0,-5.886375122E2,8.325000763E0,5.887006072E2
2.295430784E0,2.550000191E0,-5.887125244E2,8.287500381E0,5.887763765E2
2.305430784E0,2.831250191E0,-5.883937988E2,8.306250572E0,5.884592359E2
2.315430784E0,2.812500000E0,-5.885625000E2,8.287500381E0,5.886275641E2
2.325430784E0,2.812500000E0,-5.886375122E2,8.118750572E0,5.887002166E2
2.335430784E0,2.793750048E0,-5.885625000E2,7.931250095E0,5.886225668E2
2.345430784E0,2.718750000E0,-5.885625000E2,8.212500572E0,5.886260725E2
2.355430784E0,3.168750048E0,-5.884875488E2,8.268750191E0,5.885541677E2
2.365430784E0,3.337500095E0,-5.884875488E2,8.193750381E0,5.885540515E2
2.375430784E0,3.393750191E0,-5.883937988E2,8.043750763E0,5.884585644E2
2.385430784E0,3.450000048E0,-5.886562500E2,7.912500381E0,5.887195349E2
2.395430784E0,3.375000238E0,-5.889375000E2,7.781250477E0,5.889985716E2
2.405430784E0,3.787500143E0,-5.888250122E2,7.818750381E0,5.888891008E2
2.415430784E0,3.918750048E0,-5.888250122E2,7.837500095E0,5.888902088E2
2.425430784E0,4.368750095E0,-5.888062744E2,7.612500191E0,5.888716880E2
2.435430784E0,4.181250095E0,-5.888062744E2,7.650000095E0,5.888708128E2
2.445430784E0,4.275000095E0,-5.888062744E2,7.725000381E0,5.888724650E2
2.455430784E0,4.575000286E0,-5.884500122E2,7.575000286E0,5.885165487E2
2.465430784E0,4.443750381E0,-5.883000488E2,7.537500381E0,5.883651148E2
2.475430784E0,4.781250000E0,-5.880937500E2,7.593750477E0,5.881622091E2
2.485430784E0,4.725000381E0,-5.880187988E2,7.406250477E0,5.880844208E2
2.495430784E0,4.856250286E0,-5.876437988E2,7.218750477E0,5.877081996E2
2.505430784E0,4.462500095E0,-5.876250000E2,7.106250286E0,5.876849099E2
2.515430784E0,4.406250000E0,-5.874937744E2,6.881250381E0,5.875505949E2
2.525430784E0,4.350000381E0,-5.872312622E2,6.618750095E0,5.872846717E2
2.535430784E0,4.106250286E0,-5.873437500E2,6.600000381E0,5.873951838E2
2.545430784E0,4.050000191E0,-5.872687988E2,6.225000381E0,5.873157543E2
2.555430784E0,3.937500238E0,-5.871750488E2,5.962500095E0,5.872185226E2
2.565430784E0,3.993750095E0,-5.871375122E2,5.962500095E0,5.871813686E2
2.575430784E0,3.975000143E0,-5.873062744E2,6.000000000E0,5.873503729E2
2.585430784E0,4.143750191E0,-5.872687988E2,5.943750381E0,5.873134946E2
2.595430784E0,4.612500191E0,-5.871937866E2,5.868750095E0,5.872412285E2
2.605430784E0,4.912500381E0,-5.873250122E2,6.037500381E0,5.873765862E2
2.615430784E0,4.968750000E0,-5.873625488E2,6.150000095E0,5.874157597E2
2.625430784E0,4.893750191E0,-5.875312500E2,6.356250286E0,5.875860111E2
2.635430784E0,4.800000191E0,-5.876437988E2,6.525000095E0,5.876996256E2
2.645430784E0,4.631250381E0,-5.876625366E2,6.562500477E0,5.877174252E2
2.655430784E0,4.612500191E0,-5.876437988E2,6.637500286E0,5.876993839E2
2.665430784E0,4.650000095E0,-5.875875244E2,6.562500477E0,5.876425680E2
2.675430784E0,4.650000095E0,-5.876625366E2,6.506250381E0,5.877169478E2
2.685430784E0,4.387500286E0,-5.876437988E2,6.168750286E0,5.876925539E2
2.695430784E0,4.800000191E0,-5.875125122E2,6.281250477E0,5.875656951E2
2.705430784E0,5.006250381E0,-5.873250122E2,6.300000191E0,5.873801346E2
2.715430784E0,5.118750095E0,-5.871562500E2,6.243750095E0,5.872117573E2
2.725430784E0,5.343750000E0,-5.872125244E2,6.262500286E0,5.872702303E2
2.735430784E0,5.362500191E0,-5.873437500E2,6.393750191E0,5.874030278E2
2.745430784E0,5.418750286E0,-5.874187622E2,6.487500191E0,5.874795764E2
2.755430784E0,5.137500286E0,-5.874187622E2,6.506250381E0,5.874772569E2
2.765430784E0,5.118750095E0,-5.876250000E2,6.806250095E0,5.876867084E2
2.775430784E0,4.912500381E0,-5.877000122E2,6.581250191E0,5.877573903E2
2.785430784E0,4.856250286E0,-5.877937622E2,6.600000381E0,5.878508740E2
2.795430784E0,5.100000381E0,-5.879437866E2,6.712500095E0,5.880042210E2
2.805430784E0,4.987500191E0,-5.880937500E2,6.787500381E0,5.881540649E2
2.815430784E0,5.081250191E0,-5.880750122E2,6.693750381E0,5.881350571E2
2.825430784E0,5.250000000E0,-5.878687744E2,6.750000477E0,5.879309661E2
2.835430784E0,5.400000095E0,-5.880187988E2,6.637500286E0,5.880810524E2
2.845430784E0,5.625000000E0,-5.879250488E2,6.600000381E0,5.879889996E2
2.855430784E0,5.456250191E0,-5.881500244E2,6.600000381E0,5.882123612E2
2.865430784E0,5.531250000E0,-5.882437744E2,6.618750095E0,5.883070123E2
2.875430784E0,5.531250000E0,-5.882437744E2,6.131250381E0,5.883017296E2
2.885430784E0,5.737500191E0,-5.879625244E2,6.018750191E0,5.880213214E2
2.895430784E0,5.831250191E0,-5.879062500E2,6.000000000E0,5.879657832E2
2.905430784E0,6.131250381E0,-5.881687622E2,6.037500381E0,5.882317031E2
2.915430784E0,6.168750286E0,-5.880562744E2,6.206250191E0,5.881213760E2
2.925430784E0,6.281250477E0,-5.880750122E2,6.206250191E0,5.881413024E2
2.935430784E0,6.412500381E0,-5.879625244E2,6.225000381E0,5.880304422E2
2.945430784E0,6.487500191E0,-5.877375488E2,6.168750286E0,5.878057225E2
2.955430784E0,6.543750286E0,-5.875687866E2,6.225000381E0,5.876381968E2
2.965430784E0,6.618750095E0,-5.877000122E2,6.225000381E0,5.877702466E2
2.975430784E0,6.543750286E0,-5.876812744E2,5.887500286E0,5.877471936E2
2.985430784E0,6.562500477E0,-5.874375000E2,5.737500191E0,5.875021717E2
2.995430784E0,6.506250381E0,-5.874937744E2,5.737500191E0,5.875578143E2
3.005430784E0,6.243750095E0,-5.874187622E2,5.512500286E0,5.874778075E2
3.015430784E0,6.300000191E0,-5.874000244E2,5.493750095E0,5.874594965E2
3.025430784E0,6.112500191E0,-5.874000244E2,5.531250000E0,5.874578675E2
3.035430784E0,5.981250286E0,-5.875312500E2,5.643750191E0,5.875887992E2
3.045430784E0,5.868750095E0,-5.875500488E2,5.568750381E0,5.876057463E2
3.055430784E0,6.000000000E0,-5.874750366E2,5.812500000E0,5.875344278E2
3.065430784E0,5.793750286E0,-5.877750244E2,5.887500286E0,5.878330626E2
3.075430784E0,5.756250381E0,-5.874562988E2,5.681250095E0,5.875119693E2
3.085430784E0,6.187500477E0,-5.876062622E2,5.625000000E0,5.876657597E2
3.095430784E0,6.018750191E0,-5.876812744E2,5.812500000E0,5.877408364E2
3.105430784E0,6.187500477E0,-5.877750244E2,5.456250191E0,5.878329143E2
3.115430784E0,6.281250477E0,-5.878875122E2,5.606250286E0,5.879477963E2
3.125430784E0,6.356250286E0,-5.879812622E2,5.737500191E0,5.880436085E2
3.135430784E0,6.131250381E0,-5.882250366E2,5.850000381E0,5.882860770E2
3.145430784E0,6.075000286E0,-5.880375366E2,5.793750286E0,5.880974559E2
3.155430784E0,6.281250477E0,-5.881500244E2,6.037500381E0,5.882145499E2
3.165430784E0,6.150000095E0,-5.879625244E2,5.868750095E0,5.880239747E2
3.175430784E0,6.300000191E0,-5.879625244E2,5.850000381E0,5.880253758E2
3.185430784E0,6.450000286E0,-5.879625244E2,6.037500381E0,5.880288973E2
3.195430784E0,6.431250095E0,-5.878312988E2,5.812500000E0,5.878952135E2
3.205430784E0,6.543750286E0,-5.877187500E2,5.756250381E0,5.877833650E2
3.215430784E0,6.768750191E0,-5.874750366E2,5.793750286E0,5.875425961E2
3.225430784E0,6.937500477E0,-5.875687866E2,5.550000191E0,5.876359506E2
3.235430784E0,6.975000381E0,-5.874375000E2,5.062500000E0,5.875007200E2
3.245430784E0,7.162500381E0,-5.875125122E2,5.343750000E0,5.875804703E2
3.255430784E0,6.993750095E0,-5.874750366E2,5.250000000E0,5.875401209E2
3.265430784E0,7.087500095E0,-5.874375000E2,5.193750381E0,5.875032120E2
3.275430784E0,7.068750381E0,-5.874187622E2,5.325000286E0,5.874854254E2
3.285430784E0,7.050000191E0,-5.874187622E2,5.137500286E0,5.874835305E2
3.295430784E0,6.975000381E0,-5.873062744E2,4.912500381E0,5.873682348E2
3.305430784E0,6.881250381E0,-5.871750488E2,5.081250191E0,5.872373529E2
3.315430784E0,6.862500191E0,-5.873250122E2,5.343750000E0,5.873894105E2
