Time,Bx_calibrated,By_calibrated,Bz_calibrated,Babs_calibrated
0.015430784,27.6323877438788,-7.46969672191919,-68.0710268911717,73.8444982619838
0.025430784,-0.848863254121209,-0.813447671919192,-0.177272883171716,1.18898764260021
0.035430784,-1.14886440412121,-0.775947291919191,-0.102273074171716,1.39012351990535
0.045430784,-1.07386363412121,-0.644696911919191,0.160227688828284,1.26273121652765
0.055430784,-1.01761402412121,-0.513446531919193,0.347727688828284,1.19167117478181
0.065430784,-0.830114024121208,-0.307197291919191,0.216477307828285,0.911220003078166
0.075430784,-0.717612874121208,-0.100946141919191,0.141477497828284,0.738359155875122
0.085430784,-0.661363254121209,0.124052328080808,0.0664776888282841,0.676172771646429
0.095430784,-0.511363634121206,0.217802328080808,-0.00852307417171616,0.555880619568989
0.105430784,-0.361364024121208,0.311552328080808,0.0852269258282838,0.48467766602948
0.115430784,-0.173864024121208,0.274053858080809,0.141477497828284,0.354048158312323
0.125430784,-0.00511325412120911,0.217802328080808,0.0289773078282849,0.219780990656842
0.135430784,-0.173864024121208,0.180303858080809,-0.00852307417171616,0.250620874860377
0.145430784,-0.211364404121209,0.0865538580808085,0.197727116828284,0.302096829522278
0.155430784,-0.192613254121209,-0.0259472919191914,0.291477116828284,0.350331324970563
0.165430784,-0.136363634121206,-0.0634476719191923,0.760227116828284,0.774961880961737
0.175430784,-0.0426136341212064,0.0678027080808086,0.816477688828284,0.820395602980954
0.185430784,-0.211364404121209,0.180303858080809,0.891477497828284,0.933764703607132
0.195430784,-0.136363634121206,0.330303468080807,1.07897749782828,1.13661245046706
0.205430784,-0.342612874121208,0.255302708080809,1.26647749782828,1.33661075364983
0.215430784,-0.286363254121209,0.105303088080809,1.21022692582828,1.24809529510772
0.225430784,-0.248862874121208,0.105303088080809,1.21022692582828,1.24002850067045
0.235430784,-0.398864404121209,0.311552328080808,1.06022730782828,1.17483599292512
0.245430784,-0.455114024121208,0.105303088080809,0.947727116828284,1.05660030441166
0.255430784,-0.455114024121208,0.0678027080808086,1.04147711682828,1.13859587521291
0.265430784,-0.436362874121208,0.0490534680808068,1.22897711682828,1.30506840982748
0.275430784,-0.361364024121208,0.142803468080807,1.24772730782828,1.30682830667437
0.285430784,-0.117614404121209,0.349052708080809,1.15397730782828,1.21133586096423
0.295430784,0.126137125878792,0.442802708080809,1.34147730782828,1.41828987877193
0.305430784,-0.023864404121209,0.536552708080809,1.21022692582828,1.32404967064408
0.315430784,0.126137125878792,0.405302328080808,1.43522730782828,1.49668232327662
0.325430784,0.257387505878793,0.555303858080809,1.22897711682828,1.37295136719022
0.335430784,0.201135975878792,0.667803088080809,1.07897749782828,1.28476032241923
0.345430784,-0.023864404121209,0.386553088080809,0.816477688828284,0.903675061094001
0.355430784,-0.136363634121206,0.499052328080808,0.591477307828285,0.785807656204374
0.365430784,-0.192613254121209,0.442802708080809,0.591477307828285,0.763557142342769
0.375430784,-0.155112874121208,0.630302708080809,0.535227688828284,0.8413145585455
0.385430784,0.0136359758787918,0.349052708080809,0.516477497828284,0.623516430112052
0.395430784,-0.136363634121206,0.124052328080808,0.347727688828284,0.393571551805857
0.405430784,-0.267614024121208,-0.0259472919191914,0.441477688828284,0.516907223394537
0.415430784,-0.211364404121209,-0.157197671919192,0.610227497828284,0.664653006080688
0.425430784,-0.0613628741212082,0.105303088080809,0.591477307828285,0.603903591937956
0.435430784,-0.0613628741212082,-0.00719614191919149,0.366476925828284,0.371648387516327
0.445430784,-0.155112874121208,-0.0446965319191932,0.553976925828284,0.577016653168608
0.455430784,-0.323863634121206,-0.194696141919191,0.553976925828284,0.670585323083177
0.465430784,-0.548864024121208,-0.00719614191919149,0.722727688828284,0.907545488464419
0.475430784,-0.455114024121208,0.217802328080808,0.553976925828284,0.749304386360694
0.485430784,-0.455114024121208,0.124052328080808,0.628977688828284,0.786212877087267
0.495430784,-0.548864024121208,0.217802328080808,0.647726925828284,0.876492864508836
0.505430784,-0.398864404121209,0.142803468080807,0.647726925828284,0.773974039496049
0.515430784,-0.530112874121208,-0.157197671919192,0.966477307828285,1.11346717684576
0.525430784,-0.623862874121208,-0.119697291919191,0.816477688828284,1.0344893154373
0.535430784,-0.567613254121209,-0.0821969119191905,0.722727688828284,0.922646438665534
0.545430784,-0.511363634121206,-0.325946531919193,0.403977307828285,0.728650515138764
0.555430784,-0.680114404121209,-0.419696531919193,0.647726925828284,1.02871325063941
0.565430784,-0.680114404121209,-0.325946531919193,0.591477307828285,0.958458215072046
0.575430784,-0.548864024121208,-0.269696911919191,0.441477688828284,0.754248427911147
0.585430784,-0.605113634121206,-0.457196911919191,0.685227307828285,1.02211936184646
0.595430784,-0.586364404121209,-0.288446141919191,0.478977116828284,0.810211990563965
0.605430784,-0.586364404121209,-0.100946141919191,0.572727116828284,0.825850887472569
0.615430784,-0.530112874121208,0.0678027080808086,0.422727497828284,0.68140692978007
0.625430784,-0.230113634121206,0.292803088080809,0.703977497828284,0.796410855304407
0.635430784,-0.117614404121209,0.330303468080807,0.610227497828284,0.703783438416082
0.645430784,-0.305114404121209,0.292803088080809,0.403977307828285,0.584829986604729
0.655430784,-0.436362874121208,-0.0259472919191914,0.516477497828284,0.676634927883734
0.665430784,-0.398864404121209,0.0490534680808068,0.291477116828284,0.496445329558302
0.675430784,-0.286363254121209,0.199053088080809,0.253977688828284,0.431428686584413
0.685430784,-0.323863634121206,0.0115530880808095,0.0852269258282838,0.335089176543405
0.695430784,-0.492614404121209,-0.269696911919191,0.422727497828284,0.702925254110708
0.705430784,-0.586364404121209,-0.400947291919191,0.535227688828284,0.889410267652797
0.715430784,-0.380113254121209,-0.325946531919193,0.572727116828284,0.760751981909481
0.725430784,-0.155112874121208,-0.0821969119191905,0.628977688828284,0.653015519793337
0.735430784,0.163637505878793,0.255302708080809,0.741476925828284,0.801089718832659
0.745430784,-0.0426136341212064,0.217802328080808,0.853977116828284,0.882343862673043
0.755430784,-0.136363634121206,0.105303088080809,0.966477307828285,0.981713892953088
0.765430784,-0.0801140241212082,0.0490534680808068,1.06022730782828,1.06438077954107
0.775430784,0.313637125878792,0.217802328080808,1.04147711682828,1.10927033933297
0.785430784,0.313637125878792,0.480303088080809,0.947727116828284,1.10781135177481
0.795430784,0.163637505878793,0.161552708080809,1.17272749782828,1.19505911777663
0.805430784,0.201135975878792,-0.0259472919191914,1.26647749782828,1.28261225444639
0.815430784,-0.248862874121208,-0.119697291919191,1.07897749782828,1.1137560830938
0.825430784,-0.267614024121208,-0.0259472919191914,0.872727307828285,0.913205060045931
0.835430784,-0.155112874121208,-0.0446965319191932,1.04147711682828,1.0539128847114
0.845430784,-0.155112874121208,-0.0446965319191932,0.985227497828284,0.998364165102457
0.855430784,-0.455114024121208,0.0678027080808086,0.910227688828284,1.01992177527719
0.865430784,-0.642614024121208,-0.0446965319191932,0.835226925828284,1.05477702932488
0.875430784,-0.455114024121208,0.180303858080809,0.816477688828284,0.951984281669083
0.885430784,-0.605113634121206,0.161552708080809,0.891477497828284,1.08949250425223
0.895430784,-0.492614404121209,0.274053858080809,0.947727116828284,1.10270628738949
0.905430784,-0.323863634121206,0.217802328080808,0.816477688828284,0.904964819193537
0.915430784,-0.248862874121208,0.311552328080808,0.760227116828284,0.858453756709985
0.925430784,0.107385975878792,0.649053858080809,0.816477688828284,1.04854111739092
0.935430784,0.0323871258787918,0.367803858080809,0.891477497828284,0.964914883850381
0.945430784,0.201135975878792,0.236553468080807,0.816477688828284,0.873526782879694
0.955430784,0.0886367458787909,0.124052328080808,0.966477307828285,0.978429271521074
0.965430784,0.144886365878794,0.180303858080809,0.835226925828284,0.866663462876423
0.975430784,0.201135975878792,0.161552708080809,0.647726925828284,0.697212398573
0.985430784,-0.023864404121209,0.124052328080808,0.966477307828285,0.974698351508475
0.995430784,-0.0801140241212082,-0.00719614191919149,1.04147711682828,1.04457868358318
1.005430784,-0.211364404121209,-0.119697291919191,1.09772768882828,1.12428129569187
1.015430784,0.0136359758787918,0.142803468080807,1.04147711682828,1.05131030395932
1.025430784,0.107385975878792,0.517803468080807,1.04147711682828,1.16804399071649
1.035430784,0.0323871258787918,0.649053858080809,0.853977116828284,1.07312476100341
