Time,Bx_calibrated,By_calibrated,Bz_calibrated,Babs_calibrated
0.027012031,-0.290301384137933,0.848598974137932,0.271549096896536,0.937088055929471
0.037012031,-0.252801004137932,1.54234935413793,-1.32220090310346,2.04718467805678
0.047012031,-0.440301004137932,1.29859878413793,-2.01594938310346,2.43808853236395
0.057012031,-0.440301004137932,0.961099164137931,-2.33469785310346,2.56288716935362
0.067012031,-0.384051384137933,1.01734878413793,-1.92219938310346,2.20847107353674
0.077012031,-0.440301004137932,0.829848784137932,-1.64094938310346,1.89082755868633
0.087012031,-0.309052534137933,0.454848784137932,-1.43469633310346,1.5364746836539
0.097012031,-0.515301774137935,0.342349544137932,-1.39719785310346,1.52803827488649
0.107012031,-0.515301774137935,0.342349544137932,-1.45344938310346,1.57963737549002
0.117012031,-0.327801774137935,-0.0701508358620693,-1.11594785310346,1.16521017578219
0.127012031,-0.0840521541379324,-0.0701508358620693,-0.68469633310346,0.693393807985547
0.137012031,0.0471982258620649,-0.182651025862068,-0.253444803103463,0.315948315382667
0.147012031,-0.215302534137933,-0.220150455862068,-0.515949383103461,0.600853701284543
0.157012031,0.0659474658620667,-0.201401215862068,-0.365947853103464,0.422882193045986
0.167012031,0.0284489958620675,-0.0326504558620684,-0.515949383103461,0.517763617453373
0.177012031,0.253447465862067,-0.0326504558620684,-0.384700903103464,0.461840291733545
0.187012031,0.0846986158620666,-0.163900835862069,-0.572200903103464,0.601208127887219
0.197012031,-0.196551384137933,-0.0326504558620684,-0.347194803103463,0.400303297733844
0.207012031,-0.515301774137935,-0.276401025862068,-0.459697853103464,0.743811509507107
0.217012031,-0.552802154137932,-0.238900645862069,-0.478450903103464,0.769141733943343
0.227012031,-0.196551384137933,-0.407650455862068,-0.0659448031034628,0.457340199225308
0.237012031,-0.384051384137933,-0.351400835862069,-0.272197853103464,0.587426322475388
0.247012031,-0.421551774137935,-0.182651025862068,-0.103450903103464,0.470923969320132
0.257012031,-0.309052534137933,-0.276401025862068,0.0653036668965399,0.419732730275846
0.267012031,0.00969784586206757,-0.257650835862069,0.402805196896537,0.478257282309057
0.277012031,0.0471982258620649,-0.295151215862068,0.15905366689654,0.338585265040609
0.287012031,0.140948225862065,0.0235991641379307,0.234050616896539,0.274231679773368
