Time,Bx_calibrated,By_calibrated,Bz_calibrated,Babs_calibrated
0.025056928,30.2096431379648,-0.900141650075364,-24.0508815274373,38.6248326308375
0.035056928,30.5658939079648,-0.412641460075363,-24.9133769474373,39.435016093475
0.045056928,30.5283935279648,-0.112641270075365,-25.2133799974373,39.594318157397
0.055056928,30.7346427579648,-0.300141270075365,-25.2508784774373,39.778325934157
0.065056928,30.8096435279648,-0.562641080075364,-25.4758769474373,39.9821335792153
0.075056928,30.7533939079648,-0.656391080075364,-25.3821269474373,39.8805021844544
0.085056928,30.8658931379648,-0.656391080075364,-25.4008799974373,39.9792310218503
0.095056928,30.6408927579648,-0.693891460075363,-25.5508815274373,39.9022974425358
0.105056928,30.7908923779648,-0.581391270075365,-25.6258784774373,40.0637331882678
0.115056928,30.6596439079648,-0.862641270075365,-25.6821299974373,40.0041212343092
0.125056928,30.7533939079648,-1.01264184007536,-25.8133784774373,40.1637546647987
0.135056928,30.6971423779648,-1.01264184007536,-25.9071284774373,40.1810813644401
0.145056928,30.6408927579648,-0.956391270075365,-25.8696299974373,40.1125510217299
0.155056928,30.8846423779648,-0.731391840075364,-26.0383769474373,40.4028853288393
0.165056928,30.7158935279648,-0.712641650075364,-26.0946284774373,40.3100931370565
0.175056928,30.9408939079648,-0.881391460075363,-25.9071284774373,40.3645274055856
0.185056928,30.9221427579648,-1.12514108007536,-26.0946284774373,40.4768389399359
0.195056928,30.9971435279648,-1.12514108007536,-26.0758830474373,40.5220992305057
0.205056928,30.9971435279648,-1.36889165007536,-25.7946330474373,40.3492238499682
0.215056928,31.0721423779648,-1.40639108007536,-25.6446315274373,40.3125674449626
0.225056928,31.2408931379648,-1.23764127007536,-25.4571315274373,40.3186148767089
0.235056928,30.8471439079648,-1.42514127007536,-25.2321330474373,39.8777864611608
0.245056928,30.9596431379648,-1.38764184007536,-25.3821269474373,40.0584250998748
0.255056928,30.8283927579648,-1.40639108007536,-25.4008799974373,39.9696439883277
0.265056928,30.8283927579648,-1.31264108007536,-25.5696269474373,40.0739148184396
0.275056928,30.6783931379648,-1.10639184007536,-25.7196284774373,40.0485604915921
0.285056928,30.6033923779648,-0.750141080075364,-25.7196284774373,39.9828666518184
0.295056928,30.6221435279648,-0.768891270075365,-25.5508815274373,39.8892769408222
0.305056928,30.5846431379648,-1.05014127007536,-25.8321315274373,40.0477491479183
0.315056928,30.6408927579648,-1.06889146007536,-25.6446315274373,39.9706637940447
0.325056928,30.4346435279648,-1.29389184007536,-25.5133830474373,39.7350525014547
0.335056928,30.5283935279648,-1.36889165007536,-25.5133830474373,39.8094133374657
0.345056928,30.3596427579648,-1.36889165007536,-25.1946269474373,39.4759547036094
0.355056928,30.3033931379648,-1.25639146007536,-25.0821315274373,39.3571782161103
0.365056928,30.3596427579648,-1.38764184007536,-25.2133799974373,39.4885804906019
0.375056928,30.2096431379648,-1.25639146007536,-25.4946299974373,39.5496803619241
0.385056928,30.0783927579648,-1.06889146007536,-25.3633815274373,39.3592855926293
0.395056928,30.2096431379648,-0.993891650075364,-25.7196284774373,39.6876510788013
0.405056928,30.6221435279648,-0.881391460075363,-25.6071330474373,39.9276569317851
0.415056928,30.7721431379648,-0.750141080075364,-25.7196284774373,40.1121776267609
0.425056928,30.9408939079648,-0.656391080075364,-25.7196284774373,40.2401423219568
