"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.315056928E0,-2.662500143E0,3.369750061E2,-8.370000458E1,3.472246167E2
3.325056928E0,-2.662500143E0,3.369000244E2,-8.356875610E1,3.471202275E2
3.335056928E0,-2.625000000E0,3.372375183E2,-8.328750610E1,3.473799693E2
3.345056928E0,-2.775000095E0,3.372750244E2,-8.353125000E1,3.474760602E2
3.355056928E0,-2.587500095E0,3.372750244E2,-8.351250458E1,3.474701076E2
3.365056928E0,-2.681250095E0,3.370687561E2,-8.345625305E1,3.472570829E2
3.375056928E0,-2.606250048E0,3.370687561E2,-8.336250305E1,3.472339929E2
3.385056928E0,-2.756250143E0,3.368437500E2,-8.300625610E1,3.469313295E2
3.395056928E0,-2.850000143E0,3.368437500E2,-8.321250153E1,3.469814906E2
3.405056928E0,-2.718750000E0,3.367687683E2,-8.317500305E1,3.468986539E2
3.415056928E0,-2.718750000E0,3.367125244E2,-8.338125610E1,3.468935710E2
3.425056928E0,-2.850000143E0,3.368250122E2,-8.315625000E1,3.469498138E2
3.435056928E0,-2.868750095E0,3.369187622E2,-8.304375458E1,3.470140447E2
3.445056928E0,-2.662500143E0,3.370125122E2,-8.302500153E1,3.470989386E2
3.455056928E0,-2.643750191E0,3.370312500E2,-8.319375610E1,3.471573907E2
3.465056928E0,-2.775000095E0,3.371812744E2,-8.336250305E1,3.473445254E2
3.475056928E0,-2.793750048E0,3.371250000E2,-8.313750458E1,3.472361089E2
3.485056928E0,-2.925000191E0,3.371812744E2,-8.319375610E1,3.473052958E2
3.495056928E0,-2.775000095E0,3.370312500E2,-8.310000610E1,3.471359606E2
3.505056928E0,-2.662500143E0,3.368625183E2,-8.304375458E1,3.469577933E2
3.515056928E0,-2.756250143E0,3.367500000E2,-8.306250000E1,3.468537708E2
3.525056928E0,-2.831250191E0,3.368625183E2,-8.311875153E1,3.469770872E2
3.535056928E0,-2.943750143E0,3.367875061E2,-8.293125153E1,3.468603212E2
3.545056928E0,-3.056250095E0,3.367687683E2,-8.319375610E1,3.469059599E2
3.555056928E0,-3.243750095E0,3.369187622E2,-8.345625305E1,3.471162924E2
3.565056928E0,-3.356250048E0,3.369000244E2,-8.355000305E1,3.471217277E2
3.575056928E0,-3.468750238E0,3.368812561E2,-8.345625305E1,3.470820639E2
3.585056928E0,-3.375000238E0,3.369187622E2,-8.340000153E1,3.471040236E2
3.595056928E0,-3.168750048E0,3.370312500E2,-8.328750610E1,3.471842639E2
3.605056928E0,-3.412500143E0,3.367687683E2,-8.336250305E1,3.469497880E2
3.615056928E0,-3.187500238E0,3.368437500E2,-8.311875153E1,3.469619560E2
3.625056928E0,-2.925000191E0,3.368812561E2,-8.278125000E1,3.469153668E2
3.635056928E0,-2.925000191E0,3.367500000E2,-8.278125000E1,3.467879085E2
3.645056928E0,-2.812500000E0,3.369375000E2,-8.248125458E1,3.468976022E2
3.655056928E0,-3.037500143E0,3.368437500E2,-8.266875458E1,3.468530832E2
3.665056928E0,-3.093750238E0,3.368437500E2,-8.281875610E1,3.468893621E2
3.675056928E0,-3.150000095E0,3.369562683E2,-8.296875000E1,3.470349589E2
3.685056928E0,-2.737500191E0,3.372000122E2,-8.283750153E1,3.472367979E2
3.695056928E0,-2.756250143E0,3.373125000E2,-8.285625458E1,3.473506564E2
3.705056928E0,-2.775000095E0,3.372187500E2,-8.295000458E1,3.472821464E2
3.715056928E0,-2.700000048E0,3.376125183E2,-8.280000305E1,3.476281678E2
3.725056928E0,-2.756250143E0,3.372375183E2,-8.300625610E1,3.473136612E2
3.735056928E0,-2.737500191E0,3.373875122E2,-8.291250610E1,3.474367726E2
3.745056928E0,-2.812500000E0,3.373875122E2,-8.293125153E1,3.474418455E2
3.755056928E0,-3.037500143E0,3.373312683E2,-8.263125610E1,3.473176291E2
3.765056928E0,-3.206250191E0,3.373500061E2,-8.272500610E1,3.473596599E2
3.775056928E0,-3.225000143E0,3.372937622E2,-8.270625305E1,3.473007442E2
3.785056928E0,-3.300000191E0,3.373687744E2,-8.263125610E1,3.473564516E2
3.795056928E0,-3.318750143E0,3.371625061E2,-8.268750000E1,3.471696880E2
3.805056928E0,-3.356250048E0,3.373687744E2,-8.289375305E1,3.474195283E2
3.815056928E0,-3.225000143E0,3.374250183E2,-8.283750153E1,3.474594872E2
3.825056928E0,-3.187500238E0,3.374062500E2,-8.266875458E1,3.474007206E2
3.835056928E0,-3.000000000E0,3.374062500E2,-8.293125153E1,3.474616094E2
3.845056928E0,-3.150000095E0,3.373500061E2,-8.276250458E1,3.473680775E2
3.855056928E0,-3.187500238E0,3.374250183E2,-8.295000458E1,3.474859801E2
3.865056928E0,-3.356250048E0,3.374250183E2,-8.304375458E1,3.475099604E2
3.875056928E0,-3.318750143E0,3.374437561E2,-8.306250000E1,3.475322741E2
3.885056928E0,-3.206250191E0,3.376125183E2,-8.306250000E1,3.476950840E2
3.895056928E0,-3.262500048E0,3.374625244E2,-8.310000610E1,3.475589307E2
3.905056928E0,-3.543750048E0,3.376875000E2,-8.338125610E1,3.478474374E2
3.915056928E0,-3.712500095E0,3.375375061E2,-8.325000000E1,3.476721346E2
3.925056928E0,-3.543750048E0,3.374625244E2,-8.338125610E1,3.476290371E2
3.935056928E0,-3.562500238E0,3.373875122E2,-8.323125458E1,3.475204549E2
3.945056928E0,-3.375000238E0,3.373875122E2,-8.311875153E1,3.474916558E2
3.955056928E0,-3.356250048E0,3.374812622E2,-8.328750610E1,3.476228926E2
3.965056928E0,-3.412500143E0,3.372750244E2,-8.283750153E1,3.473156186E2
3.975056928E0,-3.450000048E0,3.373687744E2,-8.300625610E1,3.474473068E2
3.985056928E0,-3.281250238E0,3.371250000E2,-8.291250610E1,3.471865722E2
3.995056928E0,-3.206250191E0,3.372562561E2,-8.315625000E1,3.473715939E2
4.005056928E0,-3.093750238E0,3.373125000E2,-8.311875153E1,3.474162069E2
4.015056928E0,-3.112500191E0,3.373500061E2,-8.334375000E1,3.475066833E2
4.025056928E0,-2.831250191E0,3.374250183E2,-8.326875305E1,3.475591233E2
4.035056928E0,-2.925000191E0,3.372375183E2,-8.289375305E1,3.472881709E2
4.045056928E0,-3.018750191E0,3.373500061E2,-8.338125610E1,3.475148534E2
4.055056928E0,-3.018750191E0,3.372937622E2,-8.341875458E1,3.474692555E2
4.065056928E0,-2.887500048E0,3.372937622E2,-8.330625153E1,3.474411479E2
4.075056928E0,-3.037500143E0,3.373687744E2,-8.317500305E1,3.474838090E2
4.085056928E0,-3.112500191E0,3.372000122E2,-8.323125458E1,3.473341009E2
4.095056928E0,-3.206250191E0,3.372562561E2,-8.334375000E1,3.474165266E2
4.105056928E0,-3.562500238E0,3.371625061E2,-8.334375000E1,3.473289904E2
4.115056928E0,-3.487500191E0,3.370687561E2,-8.328750610E1,3.472237286E2
4.125056928E0,-3.412500143E0,3.370125122E2,-8.287500000E1,3.470696532E2
4.135056928E0,-3.318750143E0,3.371062622E2,-8.266875458E1,3.471106007E2
4.145056928E0,-3.393750191E0,3.373312683E2,-8.265000153E1,3.473253876E2
4.155056928E0,-3.225000143E0,3.373125000E2,-8.250000000E1,3.472698854E2
4.165056928E0,-3.375000238E0,3.375187683E2,-8.244375610E1,3.474583177E2
4.175056928E0,-3.337500095E0,3.372187500E2,-8.216250610E1,3.470998439E2
4.185056928E0,-3.412500143E0,3.372375183E2,-8.238750458E1,3.471721328E2
4.195056928E0,-3.506250143E0,3.371625061E2,-8.250000000E1,3.471269210E2
4.205056928E0,-3.693750143E0,3.369750061E2,-8.240625000E1,3.469244710E2
4.215056928E0,-3.750000238E0,3.369937744E2,-8.253750610E1,3.469745040E2
4.225056928E0,-3.768750191E0,3.369375000E2,-8.259375000E1,3.469334373E2
4.235056928E0,-4.012500286E0,3.367500000E2,-8.268750000E1,3.467764198E2
4.245056928E0,-3.862500191E0,3.365812683E2,-8.268750000E1,3.466108650E2
4.255056928E0,-4.012500286E0,3.366562500E2,-8.289375305E1,3.467346321E2
4.265056928E0,-3.881250143E0,3.365437622E2,-8.293125153E1,3.466328900E2
4.275056928E0,-3.918750048E0,3.368437500E2,-8.296875000E1,3.469335412E2
4.285056928E0,-3.862500191E0,3.370687561E2,-8.313750458E1,3.471917481E2
4.295056928E0,-3.937500238E0,3.372000122E2,-8.315625000E1,3.473245083E2
4.305056928E0,-4.125000000E0,3.369937744E2,-8.315625000E1,3.471264633E2
4.315056928E0,-4.050000191E0,3.369562683E2,-8.317500305E1,3.470936623E2
4.325056928E0,-4.031250000E0,3.371625061E2,-8.323125458E1,3.473071382E2
4.335056928E0,-3.937500238E0,3.372937622E2,-8.302500153E1,3.473841344E2
4.345056928E0,-3.975000143E0,3.374625244E2,-8.298750305E1,3.475394678E2
4.355056928E0,-4.050000191E0,3.374062500E2,-8.280000305E1,3.474409598E2
4.365056928E0,-4.012500286E0,3.373125000E2,-8.281875610E1,3.473539537E2
4.375056928E0,-3.918750048E0,3.372750244E2,-8.263125610E1,3.472718289E2
4.385056928E0,-3.581250191E0,3.375750122E2,-8.233125305E1,3.474883443E2
4.395056928E0,-3.562500238E0,3.378375244E2,-8.235000610E1,3.477476209E2
4.405056928E0,-3.806250095E0,3.376687622E2,-8.233125305E1,3.475818116E2
4.415056928E0,-3.693750143E0,3.376312561E2,-8.248125458E1,3.475797265E2
4.425056928E0,-3.712500095E0,3.374250183E2,-8.212500000E1,3.472951789E2
4.435056928E0,-3.750000238E0,3.373500061E2,-8.229375458E1,3.472626544E2
4.445056928E0,-3.750000238E0,3.374062500E2,-8.233125305E1,3.473261799E2
4.455056928E0,-3.843750238E0,3.373312683E2,-8.246250153E1,3.472855067E2
4.465056928E0,-4.125000000E0,3.373125000E2,-8.270625305E1,3.473284650E2
4.475056928E0,-4.012500286E0,3.372562561E2,-8.274375153E1,3.472814577E2
4.485056928E0,-3.918750048E0,3.370687561E2,-8.261250305E1,3.470670376E2
4.495056928E0,-3.956250191E0,3.371250000E2,-8.255625153E1,3.471087037E2
4.505056928E0,-4.012500286E0,3.371812744E2,-8.285625458E1,3.472354689E2
4.515056928E0,-3.712500095E0,3.373125000E2,-8.281875610E1,3.473506178E2
4.525056928E0,-3.675000191E0,3.372562561E2,-8.278125000E1,3.472866586E2
4.535056928E0,-3.731250048E0,3.371812744E2,-8.295000458E1,3.472547153E2
4.545056928E0,-3.750000238E0,3.371625061E2,-8.311875153E1,3.472770434E2
4.555056928E0,-3.787500143E0,3.372000122E2,-8.300625610E1,3.472869591E2
4.565056928E0,-3.693750143E0,3.374062500E2,-8.326875305E1,3.475489988E2
4.575056928E0,-3.712500095E0,3.374437561E2,-8.310000610E1,3.475452233E2
4.585056928E0,-3.637500048E0,3.376125183E2,-8.293125153E1,3.476679974E2
4.595056928E0,-3.731250048E0,3.376875000E2,-8.302500153E1,3.477641741E2
4.605056928E0,-3.825000048E0,3.377250061E2,-8.315625000E1,3.478329661E2
4.615056928E0,-3.750000238E0,3.378937683E2,-8.276250458E1,3.479021318E2
4.625056928E0,-3.637500048E0,3.378937683E2,-8.259375000E1,3.478608308E2
4.635056928E0,-3.712500095E0,3.378375244E2,-8.255625153E1,3.477980883E2
4.645056928E0,-3.731250048E0,3.377437744E2,-8.248125458E1,3.476894257E2
4.655056928E0,-3.843750238E0,3.377062683E2,-8.261250305E1,3.476853804E2
4.665056928E0,-3.975000143E0,3.374437561E2,-8.261250305E1,3.474318852E2
4.675056928E0,-3.975000143E0,3.374437561E2,-8.255625153E1,3.474185139E2
4.685056928E0,-3.806250095E0,3.375562744E2,-8.240625000E1,3.474903106E2
4.695056928E0,-3.806250095E0,3.374812622E2,-8.242500305E1,3.474218920E2
4.705056928E0,-4.012500286E0,3.373125000E2,-8.248125458E1,3.472736388E2
4.715056928E0,-3.787500143E0,3.372562561E2,-8.250000000E1,3.472209346E2
4.725056928E0,-3.843750238E0,3.374062500E2,-8.236875153E1,3.473360954E2
4.735056928E0,-3.750000238E0,3.371437683E2,-8.225625610E1,3.470534176E2
4.745056928E0,-3.862500191E0,3.372375183E2,-8.225625610E1,3.471457249E2
4.755056928E0,-4.012500286E0,3.368812561E2,-8.212500000E1,3.467702359E2
4.765056928E0,-4.143750191E0,3.366750183E2,-8.210625458E1,3.465669858E2
4.775056928E0,-4.275000095E0,3.365437622E2,-8.235000610E1,3.464989221E2
4.785056928E0,-4.087500095E0,3.365437622E2,-8.236875153E1,3.465011151E2
4.795056928E0,-4.237500191E0,3.365625000E2,-8.242500305E1,3.465344917E2
4.805056928E0,-4.181250095E0,3.366000061E2,-8.225625610E1,3.465301410E2
4.815056928E0,-4.143750191E0,3.369562683E2,-8.229375458E1,3.468846486E2
4.825056928E0,-3.937500238E0,3.371062622E2,-8.229375458E1,3.470279498E2
4.835056928E0,-3.731250048E0,3.373875122E2,-8.218125153E1,3.472722473E2
4.845056928E0,-3.675000191E0,3.375000000E2,-8.231250000E1,3.474120080E2
4.855056928E0,-3.543750048E0,3.375750122E2,-8.208750153E1,3.474302879E2
4.865056928E0,-3.600000143E0,3.377812500E2,-8.208750153E1,3.476312569E2
4.875056928E0,-3.637500048E0,3.378750000E2,-8.201250458E1,3.477050445E2
4.885056928E0,-3.712500095E0,3.375375061E2,-8.206875610E1,3.473911792E2
4.895056928E0,-3.693750143E0,3.373875122E2,-8.199375153E1,3.472275226E2
4.905056928E0,-3.881250143E0,3.372375183E2,-8.205000305E1,3.470971202E2
4.915056928E0,-3.993750095E0,3.370875244E2,-8.236875153E1,3.470281838E2
4.925056928E0,-4.050000191E0,3.371625061E2,-8.221875000E1,3.470661045E2
4.935056928E0,-4.012500286E0,3.373125000E2,-8.244375610E1,3.472647344E2
4.945056928E0,-4.218750000E0,3.371250000E2,-8.236875153E1,3.470672481E2
4.955056928E0,-4.162500381E0,3.369937744E2,-8.238750458E1,3.469435564E2
4.965056928E0,-4.181250095E0,3.373125000E2,-8.250000000E1,3.472800822E2
4.975056928E0,-4.125000000E0,3.373312683E2,-8.253750610E1,3.473065506E2
4.985056928E0,-4.143750191E0,3.373500061E2,-8.263125610E1,3.473472639E2
4.995056928E0,-3.993750095E0,3.375000000E2,-8.261250305E1,3.474867274E2
5.005056928E0,-4.181250095E0,3.372562561E2,-8.283750153E1,3.473057972E2
5.015056928E0,-4.256250381E0,3.369375000E2,-8.268750000E1,3.469614060E2
5.025056928E0,-3.975000143E0,3.370312500E2,-8.280000305E1,3.470759349E2
5.035056928E0,-4.331250191E0,3.369375000E2,-8.274375153E1,3.469757442E2
5.045056928E0,-4.350000381E0,3.369375000E2,-8.265000153E1,3.469536340E2
5.055056928E0,-4.518750191E0,3.368437500E2,-8.268750000E1,3.468736855E2
5.065056928E0,-4.350000381E0,3.369375000E2,-8.274375153E1,3.469759787E2
5.075056928E0,-4.575000286E0,3.368250122E2,-8.257500458E1,3.468294262E2
5.085056928E0,-4.368750095E0,3.369750061E2,-8.251875305E1,3.469590542E2
5.095056928E0,-4.237500191E0,3.372937622E2,-8.227500153E1,3.472091795E2
5.105056928E0,-4.387500286E0,3.373312683E2,-8.220000458E1,3.472297157E2
5.115056928E0,-4.331250191E0,3.372375183E2,-8.216250610E1,3.471290551E2
5.125056928E0,-4.368750095E0,3.371437683E2,-8.227500153E1,3.470650982E2
5.135056928E0,-4.387500286E0,3.373687744E2,-8.214375305E1,3.472528420E2
5.145056928E0,-4.350000381E0,3.375000000E2,-8.220000458E1,3.473931681E2
5.155056928E0,-4.462500095E0,3.375750122E2,-8.212500000E1,3.474497351E2
5.165056928E0,-4.631250381E0,3.375375061E2,-8.188125610E1,3.473579661E2
5.175056928E0,-4.875000000E0,3.372562561E2,-8.199375153E1,3.471145678E2
5.185056928E0,-4.818750381E0,3.371062622E2,-8.188125610E1,3.469414828E2
5.195056928E0,-4.556250095E0,3.373125000E2,-8.191875458E1,3.471471798E2
5.205056928E0,-4.518750191E0,3.371625061E2,-8.176875305E1,3.469655654E2
5.215056928E0,-4.350000381E0,3.370875244E2,-8.190000153E1,3.469215068E2
5.225056928E0,-4.593750000E0,3.366000061E2,-8.165625000E1,3.463934321E2
5.235056928E0,-4.275000095E0,3.365625000E2,-8.145000458E1,3.463043391E2
5.245056928E0,-4.106250286E0,3.365250244E2,-8.161875153E1,3.463056077E2
5.255056928E0,-4.031250000E0,3.366750183E2,-8.197500610E1,3.465345878E2
5.265056928E0,-3.975000143E0,3.367500000E2,-8.214375305E1,3.466467356E2
5.275056928E0,-3.993750095E0,3.369937744E2,-8.231250000E1,3.469237693E2
5.285056928E0,-3.975000143E0,3.372000122E2,-8.257500458E1,3.471862328E2
5.295056928E0,-4.106250286E0,3.371062622E2,-8.233125305E1,3.470387998E2
5.305056928E0,-4.012500286E0,3.373875122E2,-8.268750000E1,3.473955328E2
5.315056928E0,-4.125000000E0,3.373875122E2,-8.306250000E1,3.474862989E2
5.325056928E0,-4.012500286E0,3.374250183E2,-8.287500000E1,3.474766305E2
5.335056928E0,-4.087500095E0,3.373312683E2,-8.259375000E1,3.473194780E2
5.345056928E0,-4.143750191E0,3.374250183E2,-8.261250305E1,3.474156578E2
5.355056928E0,-4.387500286E0,3.371437683E2,-8.261250305E1,3.471454973E2
5.365056928E0,-4.256250381E0,3.369000244E2,-8.250000000E1,3.468803715E2
5.375056928E0,-4.293750286E0,3.369187622E2,-8.278125000E1,3.469660271E2
5.385056928E0,-4.181250095E0,3.367500000E2,-8.229375458E1,3.466847378E2
5.395056928E0,-4.162500381E0,3.368625183E2,-8.246250153E1,3.468338894E2
5.405056928E0,-4.481250286E0,3.368625183E2,-8.244375610E1,3.468334049E2
5.415056928E0,-4.406250000E0,3.368062744E2,-8.261250305E1,3.468179741E2
5.425056928E0,-4.368750095E0,3.367500000E2,-8.240625000E1,3.467137703E2
5.435056928E0,-4.125000000E0,3.369750061E2,-8.233125305E1,3.469115242E2
5.445056928E0,-4.200000286E0,3.371437683E2,-8.223750305E1,3.470541275E2
5.455056928E0,-4.087500095E0,3.372750244E2,-8.221875000E1,3.471758526E2
5.465056928E0,-4.200000286E0,3.373312683E2,-8.223750305E1,3.472362762E2
5.475056928E0,-4.256250381E0,3.371812744E2,-8.201250458E1,3.470380071E2
5.485056928E0,-4.031250000E0,3.372937622E2,-8.221875000E1,3.471933983E2
5.495056928E0,-3.937500238E0,3.372937622E2,-8.195625305E1,3.471302541E2
5.505056928E0,-3.975000143E0,3.371250000E2,-8.191875458E1,3.469578485E2
5.515056928E0,-4.106250286E0,3.369750061E2,-8.175000000E1,3.467738147E2
5.525056928E0,-4.312500000E0,3.369375000E2,-8.182500458E1,3.467575636E2
5.535056928E0,-4.518750191E0,3.368812561E2,-8.178750610E1,3.466966916E2
5.545056928E0,-4.406250000E0,3.370125122E2,-8.205000305E1,3.468847812E2
5.555056928E0,-4.612500191E0,3.369187622E2,-8.184375000E1,3.467476415E2
5.565056928E0,-4.818750381E0,3.369000244E2,-8.180625153E1,3.467233906E2
5.575056928E0,-4.818750381E0,3.369750061E2,-8.199375153E1,3.468405259E2
5.585056928E0,-4.781250000E0,3.370312500E2,-8.203125000E1,3.469035166E2
5.595056928E0,-4.800000191E0,3.370687561E2,-8.225625610E1,3.469934841E2
5.605056928E0,-4.593750000E0,3.372187500E2,-8.214375305E1,3.471097579E2
5.615056928E0,-4.537500381E0,3.370687561E2,-8.216250610E1,3.469677401E2
5.625056928E0,-4.650000095E0,3.370875244E2,-8.205000305E1,3.469608402E2
5.635056928E0,-4.425000191E0,3.373312683E2,-8.231250000E1,3.472568399E2
5.645056928E0,-4.331250191E0,3.373500061E2,-8.220000458E1,3.472472132E2
5.655056928E0,-4.650000095E0,3.373687744E2,-8.225625610E1,3.472828877E2
5.665056928E0,-4.800000191E0,3.372000122E2,-8.227500153E1,3.471254299E2
5.675056928E0,-4.687500000E0,3.369000244E2,-8.212500000E1,3.467969359E2
5.685056928E0,-4.893750191E0,3.367875061E2,-8.208750153E1,3.466815988E2
5.695056928E0,-5.006250381E0,3.366562500E2,-8.210625458E1,3.465601394E2
5.705056928E0,-4.912500381E0,3.366000061E2,-8.206875610E1,3.464952777E2
5.715056928E0,-5.062500000E0,3.364500122E2,-8.188125610E1,3.463073486E2
5.725056928E0,-5.081250191E0,3.363562622E2,-8.180625153E1,3.461988114E2
5.735056928E0,-4.800000191E0,3.364875183E2,-8.178750610E1,3.463178975E2
5.745056928E0,-4.593750000E0,3.367125244E2,-8.188125610E1,3.465558638E2
5.755056928E0,-4.631250381E0,3.369750061E2,-8.212500000E1,3.468690226E2
5.765056928E0,-4.518750191E0,3.367687683E2,-8.218125153E1,3.466805165E2
5.775056928E0,-4.256250381E0,3.371812744E2,-8.216250610E1,3.470734863E2
5.785056928E0,-4.368750095E0,3.373687744E2,-8.225625610E1,3.472792358E2
5.795056928E0,-4.218750000E0,3.375000000E2,-8.244375610E1,3.474493068E2
5.805056928E0,-4.425000191E0,3.374812622E2,-8.259375000E1,3.474692943E2
5.815056928E0,-4.500000000E0,3.375187683E2,-8.233125305E1,3.474443901E2
5.825056928E0,-4.612500191E0,3.376500244E2,-8.199375153E1,3.474935819E2
5.835056928E0,-4.612500191E0,3.376500244E2,-8.205000305E1,3.475068591E2
5.845056928E0,-4.668750286E0,3.379312744E2,-8.214375305E1,3.478030184E2
5.855056928E0,-4.800000191E0,3.377625122E2,-8.199375153E1,3.476054228E2
5.865056928E0,-4.875000000E0,3.375562744E2,-8.195625305E1,3.473972243E2
5.875056928E0,-4.968750000E0,3.375187683E2,-8.191875458E1,3.473532637E2
5.885056928E0,-4.743750095E0,3.374625244E2,-8.190000153E1,3.472910434E2
5.895056928E0,-4.762500286E0,3.373687744E2,-8.216250610E1,3.472622190E2
5.905056928E0,-5.006250381E0,3.371437683E2,-8.238750458E1,3.471003946E2
5.915056928E0,-5.250000000E0,3.369750061E2,-8.218125153E1,3.468911578E2
5.925056928E0,-5.193750381E0,3.368625183E2,-8.210625458E1,3.467632742E2
5.935056928E0,-5.175000191E0,3.369187622E2,-8.208750153E1,3.468131930E2
5.945056928E0,-5.081250191E0,3.370500183E2,-8.197500610E1,3.469127204E2
5.955056928E0,-5.268750191E0,3.369562683E2,-8.206875610E1,3.468466047E2
5.965056928E0,-5.287500381E0,3.370687561E2,-8.201250458E1,3.469428698E2
5.975056928E0,-5.437500000E0,3.370500183E2,-8.195625305E1,3.469136905E2
5.985056928E0,-5.100000381E0,3.371625061E2,-8.176875305E1,3.469736222E2
5.995056928E0,-4.875000000E0,3.373875122E2,-8.169375610E1,3.471713825E2
6.005056928E0,-4.743750095E0,3.374062500E2,-8.163750458E1,3.471745424E2
6.015056928E0,-4.893750191E0,3.374812622E2,-8.182500458E1,3.472936546E2
6.025056928E0,-4.818750381E0,3.374062500E2,-8.176875305E1,3.472064614E2
6.035056928E0,-4.500000000E0,3.371437683E2,-8.156250000E1,3.468985614E2
6.045056928E0,-4.537500381E0,3.373125000E2,-8.161875153E1,3.470762628E2
6.055056928E0,-4.556250095E0,3.372187500E2,-8.150625610E1,3.469589523E2
6.065056928E0,-4.518750191E0,3.370312500E2,-8.156250000E1,3.467894520E2
6.075056928E0,-4.462500095E0,3.369750061E2,-8.158125305E1,3.467384742E2
6.085056928E0,-4.593750000E0,3.370312500E2,-8.160000610E1,3.467992604E2
6.095056928E0,-4.518750191E0,3.369750061E2,-8.176875305E1,3.467833658E2
6.105056928E0,-4.481250286E0,3.370500183E2,-8.199375153E1,3.469088810E2
6.115056928E0,-4.762500286E0,3.371812744E2,-8.212500000E1,3.470711870E2
6.125056928E0,-4.743750095E0,3.369187622E2,-8.199375153E1,3.467848480E2
6.135056928E0,-4.668750286E0,3.368250122E2,-8.206875610E1,3.467104942E2
6.145056928E0,-4.968750000E0,3.369562683E2,-8.218125153E1,3.468688129E2
6.155056928E0,-5.306250095E0,3.368625183E2,-8.203125000E1,3.467472257E2
6.165056928E0,-5.456250191E0,3.367875061E2,-8.182500458E1,3.466279364E2
6.175056928E0,-5.062500000E0,3.368437500E2,-8.148750305E1,3.465971061E2
6.185056928E0,-5.118750095E0,3.367875061E2,-8.148750305E1,3.465432715E2
6.195056928E0,-5.137500286E0,3.366937561E2,-8.139375305E1,3.464304004E2
6.205056928E0,-5.343750000E0,3.368250122E2,-8.150625610E1,3.465875276E2
6.215056928E0,-5.418750286E0,3.367875061E2,-8.161875153E1,3.465787179E2
6.225056928E0,-5.156250000E0,3.367312622E2,-8.165625000E1,3.465288921E2
6.235056928E0,-4.931250095E0,3.369750061E2,-8.175000000E1,3.467845649E2
6.245056928E0,-4.743750095E0,3.370312500E2,-8.197500610E1,3.468897062E2
6.255056928E0,-4.931250095E0,3.367875061E2,-8.212500000E1,3.466910110E2
6.265056928E0,-4.800000191E0,3.369375000E2,-8.220000458E1,3.468526483E2
6.275056928E0,-4.500000000E0,3.372187500E2,-8.231250000E1,3.471485028E2
6.285056928E0,-4.237500191E0,3.373125000E2,-8.225625610E1,3.472229410E2
6.295056928E0,-4.106250286E0,3.375000000E2,-8.193750000E1,3.473281808E2
6.305056928E0,-4.143750191E0,3.376125183E2,-8.186250305E1,3.474202824E2
6.315056928E0,-4.087500095E0,3.374625244E2,-8.191875458E1,3.472871224E2
6.325056928E0,-4.125000000E0,3.373125000E2,-8.199375153E1,3.471594930E2
6.335056928E0,-4.200000286E0,3.373312683E2,-8.212500000E1,3.472096488E2
6.345056928E0,-4.462500095E0,3.371812744E2,-8.197500610E1,3.470317382E2
6.355056928E0,-4.650000095E0,3.369562683E2,-8.195625305E1,3.468111542E2
6.365056928E0,-4.800000191E0,3.369562683E2,-8.197500610E1,3.468176299E2
6.375056928E0,-4.781250000E0,3.369937744E2,-8.225625610E1,3.469203886E2
6.385056928E0,-4.950000286E0,3.370312500E2,-8.244375610E1,3.470036583E2
6.395056928E0,-4.912500381E0,3.371250000E2,-8.244375610E1,3.470941820E2
6.405056928E0,-5.156250000E0,3.371437683E2,-8.251875305E1,3.471337668E2
6.415056928E0,-5.306250095E0,3.373500061E2,-8.240625000E1,3.473096212E2
6.425056928E0,-5.231250286E0,3.375750122E2,-8.233125305E1,3.475092662E2
6.435056928E0,-5.081250191E0,3.378562622E2,-8.225625610E1,3.477625119E2
6.445056928E0,-5.081250191E0,3.377062683E2,-8.223750305E1,3.476123555E2
6.455056928E0,-5.118750095E0,3.376500244E2,-8.218125153E1,3.475449592E2
6.465056928E0,-4.893750191E0,3.375750122E2,-8.227500153E1,3.474910266E2
6.475056928E0,-4.781250000E0,3.376875000E2,-8.223750305E1,3.475898660E2
6.485056928E0,-4.537500381E0,3.380250244E2,-8.216250610E1,3.478968000E2
6.495056928E0,-4.537500381E0,3.378000183E2,-8.191875458E1,3.476206605E2
6.505056928E0,-4.650000095E0,3.373312683E2,-8.210625458E1,3.472109505E2
6.515056928E0,-4.762500286E0,3.370875244E2,-8.199375153E1,3.469490680E2
6.525056928E0,-4.762500286E0,3.370125122E2,-8.208750153E1,3.468983608E2
6.535056928E0,-4.668750286E0,3.370875244E2,-8.201250458E1,3.469522262E2
6.545056928E0,-4.950000286E0,3.370875244E2,-8.186250305E1,3.469206985E2
6.555056928E0,-5.212500095E0,3.369000244E2,-8.193750000E1,3.467600763E2
6.565056928E0,-5.250000000E0,3.367687683E2,-8.167500305E1,3.465711643E2
6.575056928E0,-5.081250191E0,3.369187622E2,-8.182500458E1,3.467497697E2
6.585056928E0,-5.006250381E0,3.372937622E2,-8.176875305E1,3.470998034E2
6.595056928E0,-4.875000000E0,3.372937622E2,-8.173125458E1,3.470891033E2
6.605056928E0,-4.706250191E0,3.375187683E2,-8.167500305E1,3.472922024E2
6.615056928E0,-4.425000191E0,3.375750122E2,-8.152500153E1,3.473079259E2
