"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.236277230E-1,-8.362500191E0,1.291875076E1,-6.328125381E1,6.512559109E1
9.336277230E-1,-8.306250572E0,1.303125095E1,-6.311250305E1,6.497688313E1
9.436277230E-1,-8.343750000E0,1.260000038E1,-6.331875229E1,6.509717786E1
9.536277230E-1,-8.306250572E0,1.246875095E1,-6.318750381E1,6.493938857E1
9.636277230E-1,-8.531250000E0,1.237500095E1,-6.337500381E1,6.513304832E1
9.736277230E-1,-8.662500381E0,1.246875095E1,-6.358125305E1,6.536883357E1
9.836277230E-1,-8.643750191E0,1.276875019E1,-6.358125305E1,6.542423969E1
9.936277230E-1,-8.550000191E0,1.301250076E1,-6.360000229E1,6.547814880E1
1.003627723E0,-8.362500191E0,1.293750095E1,-6.371250153E1,6.554840342E1
1.013627723E0,-8.156250000E0,1.293750095E1,-6.378750229E1,6.559534125E1
1.023627723E0,-8.118750572E0,1.305000019E1,-6.378750229E1,6.561297177E1
1.033627723E0,-8.118750572E0,1.335000038E1,-6.410625458E1,6.598294095E1
1.043627723E0,-8.006250381E0,1.353750038E1,-6.380625153E1,6.571606878E1
1.053627723E0,-7.837500095E0,1.355625057E1,-6.388125229E1,6.577243139E1
1.063627723E0,-7.706250191E0,1.335000038E1,-6.365625381E1,6.549601096E1
1.073627723E0,-7.612500191E0,1.321875095E1,-6.352500153E1,6.533078413E1
1.083627723E0,-7.650000095E0,1.321875095E1,-6.339375305E1,6.520755941E1
1.093627723E0,-7.837500095E0,1.327500057E1,-6.343125153E1,6.527768162E1
1.103627723E0,-7.912500381E0,1.331250095E1,-6.318750381E1,6.505759742E1
1.113627723E0,-8.043750763E0,1.331250095E1,-6.311250305E1,6.500086653E1
1.123627723E0,-8.175000191E0,1.325625038E1,-6.335625076E1,6.524241958E1
1.133627723E0,-8.212500572E0,1.320000076E1,-6.322500229E1,6.510826445E1
1.143627723E0,-8.343750000E0,1.321875095E1,-6.341250229E1,6.531078768E1
1.153627723E0,-8.437500000E0,1.329375076E1,-6.348750305E1,6.541084206E1
1.163627723E0,-8.418750763E0,1.340625095E1,-6.360000229E1,6.554054638E1
1.173627723E0,-8.418750763E0,1.327500057E1,-6.375000381E1,6.565945470E1
1.183627723E0,-8.231250763E0,1.327500057E1,-6.384375381E1,6.572673756E1
1.193627723E0,-7.987500191E0,1.316250038E1,-6.393750381E1,6.576515772E1
1.203627723E0,-8.006250381E0,1.327500057E1,-6.384375381E1,6.569893901E1
1.213627723E0,-7.968750477E0,1.306875038E1,-6.399375153E1,6.579888643E1
1.223627723E0,-7.875000477E0,1.333125019E1,-6.386250305E1,6.571268645E1
1.233627723E0,-7.856250286E0,1.316250038E1,-6.391875076E1,6.573110971E1
1.243627723E0,-7.631250381E0,1.318125057E1,-6.371250153E1,6.550774153E1
1.253627723E0,-7.612500191E0,1.351875019E1,-6.373125076E1,6.559252312E1
1.263627723E0,-7.800000191E0,1.361250019E1,-6.378750229E1,6.568855009E1
1.273627723E0,-7.968750477E0,1.355625057E1,-6.358125305E1,6.549693621E1
1.283627723E0,-7.668750286E0,1.357500076E1,-6.361875153E1,6.550141924E1
1.293627723E0,-7.650000095E0,1.376250076E1,-6.365625381E1,6.557474802E1
1.303627723E0,-7.818750381E0,1.342500019E1,-6.361875153E1,6.548823584E1
1.313627723E0,-7.706250191E0,1.363125038E1,-6.335625076E1,6.526263701E1
1.323627723E0,-7.743750095E0,1.374375057E1,-6.335625076E1,6.529066439E1
1.333627723E0,-7.537500381E0,1.355625057E1,-6.316875076E1,6.504519133E1
1.343627723E0,-7.500000477E0,1.344375038E1,-6.309375381E1,6.494463952E1
1.353627723E0,-7.368750095E0,1.329375076E1,-6.288750076E1,6.469822285E1
1.363627723E0,-7.575000286E0,1.321875095E1,-6.290625381E1,6.472490073E1
1.373627723E0,-7.575000286E0,1.314375019E1,-6.303750229E1,6.483722305E1
1.383627723E0,-7.612500191E0,1.329375076E1,-6.326250076E1,6.509084399E1
1.393627723E0,-7.612500191E0,1.340625095E1,-6.350625229E1,6.535075978E1
1.403627723E0,-7.950000286E0,1.331250095E1,-6.375000381E1,6.560859831E1
1.413627723E0,-8.362500191E0,1.318125057E1,-6.365625381E1,6.554231782E1
1.423627723E0,-8.343750000E0,1.335000038E1,-6.373125076E1,6.564688110E1
1.433627723E0,-8.475000381E0,1.335000038E1,-6.406875610E1,6.599131496E1
1.443627723E0,-8.606250763E0,1.327500057E1,-6.414375305E1,6.606598405E1
1.453627723E0,-8.606250763E0,1.338750076E1,-6.401250458E1,6.596130283E1
1.463627723E0,-8.625000000E0,1.335000038E1,-6.388125229E1,6.582877433E1
1.473627723E0,-8.737500191E0,1.320000076E1,-6.386250305E1,6.579516111E1
1.483627723E0,-7.781250477E0,1.425000095E1,-6.450000000E1,6.651210706E1
1.493627723E0,-2.850000143E0,4.297500229E1,-6.626250458E1,7.902969591E1
1.503627723E0,-1.312500089E-1,1.011937561E2,-6.871875000E1,1.223211351E2
1.513627723E0,1.406250000E0,1.739812622E2,-7.216875458E1,1.883607875E2
1.523627723E0,2.568750143E0,2.518875122E2,-7.599375153E1,2.631139821E2
1.533627723E0,3.337500095E0,3.318187561E2,-8.002500153E1,3.413485413E2
1.543627723E0,4.181250095E0,4.125750122E2,-8.420625305E1,4.211013139E2
1.553627723E0,4.893750191E0,4.933125305E2,-8.820000458E1,5.011590989E2
1.563627723E0,4.631250381E0,5.729812622E2,-9.112500000E1,5.802006041E2
1.573627723E0,4.312500060E-1,6.250500488E2,-9.337500000E1,6.319862658E2
1.583627723E0,-1.893750072E0,6.475500488E2,-9.478125000E1,6.544525478E2
1.593627723E0,-3.206250191E0,6.555000000E2,-9.515625000E1,6.623784733E2
1.603627723E0,-3.900000095E0,6.584625244E2,-9.513750458E1,6.653113939E2
1.613627723E0,-4.462500095E0,6.591187744E2,-9.481875610E1,6.659189659E2
1.623627723E0,-5.156250000E0,6.590625000E2,-9.440625000E1,6.658096619E2
1.633627723E0,-5.606250286E0,6.589312744E2,-9.408750153E1,6.656382744E2
1.643627723E0,-5.925000191E0,6.590250244E2,-9.405000305E1,6.657285419E2
1.653627723E0,-6.243750095E0,6.588750000E2,-9.380625153E1,6.655485428E2
1.663627723E0,-6.506250381E0,6.588000488E2,-9.361875153E1,6.654504537E2
1.673627723E0,-6.337500095E0,6.589125366E2,-9.322500610E1,6.655049185E2
1.683627723E0,-6.525000095E0,6.586500244E2,-9.300000000E1,6.652153263E2
1.693627723E0,-6.675000191E0,6.586687622E2,-9.266250610E1,6.651882696E2
1.703627723E0,-6.806250095E0,6.584625244E2,-9.245625305E1,6.649566751E2
1.713627723E0,-6.975000381E0,6.585937500E2,-9.236250305E1,6.650753417E2
1.723627723E0,-7.425000191E0,6.583875122E2,-9.226875305E1,6.648629706E2
1.733627723E0,-7.612500191E0,6.583687744E2,-9.226875305E1,6.648465357E2
1.743627723E0,-7.818750381E0,6.582750244E2,-9.223125458E1,6.647508894E2
1.753627723E0,-8.081250191E0,6.582562866E2,-9.225000000E1,6.647380747E2
1.763627723E0,-8.493750572E0,6.582937622E2,-9.230625153E1,6.647881356E2
1.773627723E0,-8.606250763E0,6.582750244E2,-9.240000153E1,6.647840519E2
1.783627723E0,-8.606250763E0,6.583312988E2,-9.243750000E1,6.648449879E2
1.793627723E0,-8.568750381E0,6.581250000E2,-9.243750000E1,6.646402264E2
1.803627723E0,-8.681250572E0,6.580687866E2,-9.243750000E1,6.645860241E2
1.813627723E0,-8.887500763E0,6.580500488E2,-9.232500458E1,6.645545583E2
1.823627723E0,-8.906250000E0,6.580687866E2,-9.211875153E1,6.645447416E2
1.833627723E0,-9.150000572E0,6.579750366E2,-9.183750153E1,6.644162837E2
1.843627723E0,-9.056250572E0,6.580875244E2,-9.178125000E1,6.645186253E2
1.853627723E0,-9.037500381E0,6.581625366E2,-9.181875610E1,6.645978370E2
1.863627723E0,-9.000000000E0,6.584812622E2,-9.166875458E1,6.648922719E2
1.873627723E0,-9.112500191E0,6.585750122E2,-9.155625153E1,6.649711509E2
1.883627723E0,-8.943750381E0,6.584812622E2,-9.112500000E1,6.648167635E2
1.893627723E0,-9.037500381E0,6.584437866E2,-9.112500000E1,6.647809129E2
1.903627723E0,-8.981250763E0,6.583687744E2,-9.106875610E1,6.646981453E2
1.913627723E0,-8.793750763E0,6.584437866E2,-9.114375305E1,6.647802147E2
1.923627723E0,-8.756250381E0,6.581437988E2,-9.080625153E1,6.644363831E2
1.933627723E0,-8.887500763E0,6.577875366E2,-9.078750610E1,6.640826773E2
1.943627723E0,-9.168750763E0,6.575625000E2,-9.080625153E1,6.638661633E2
1.953627723E0,-9.093750000E0,6.574312744E2,-9.056250000E1,6.637018482E2
1.963627723E0,-9.168750763E0,6.574125366E2,-9.075000000E1,6.637099305E2
1.973627723E0,-9.000000000E0,6.575062866E2,-9.052500153E1,6.637697589E2
1.983627723E0,-9.225000381E0,6.572625122E2,-9.052500153E1,6.635313757E2
1.993627723E0,-9.337500572E0,6.570750122E2,-9.043125153E1,6.633344344E2
2.003627723E0,-9.600000381E0,6.572250366E2,-9.080625153E1,6.635380050E2
2.013627723E0,-9.506250381E0,6.573375244E2,-9.069375610E1,6.636326900E2
2.023627723E0,-9.487500191E0,6.571125488E2,-9.061875153E1,6.633993312E2
2.033627723E0,-9.637500763E0,6.569250488E2,-9.073125458E1,6.632311526E2
2.043627723E0,-9.675000191E0,6.569625244E2,-9.069375610E1,6.632636893E2
2.053627723E0,-9.937500000E0,6.567562866E2,-9.078750610E1,6.630761232E2
2.063627723E0,-9.993750572E0,6.569625244E2,-9.073125458E1,6.632735439E2
2.073627723E0,-1.023750019E1,6.569062500E2,-9.090000153E1,6.632446291E2
2.083627723E0,-1.021875000E1,6.569062500E2,-9.065625000E1,6.632109768E2
2.093627723E0,-1.044375038E1,6.571312866E2,-9.084375000E1,6.634630259E2
2.103627723E0,-1.040625000E1,6.573562622E2,-9.097500610E1,6.637032449E2
2.113627723E0,-1.048125076E1,6.575250244E2,-9.086250305E1,6.638561658E2
2.123627723E0,-1.053750038E1,6.575625000E2,-9.086250305E1,6.638941744E2
2.133627723E0,-1.033125019E1,6.577125244E2,-9.095625305E1,6.640523620E2
2.143627723E0,-1.033125019E1,6.575625000E2,-9.097500610E1,6.639063397E2
2.153627723E0,-1.031250000E1,6.578812866E2,-9.093750000E1,6.642166543E2
2.163627723E0,-1.010625076E1,6.579375000E2,-9.086250305E1,6.642588988E2
2.173627723E0,-1.006875038E1,6.578062744E2,-9.022500610E1,6.640414340E2
2.183627723E0,-1.010625076E1,6.576187744E2,-8.988750458E1,6.638104792E2
2.193627723E0,-9.881250381E0,6.576562500E2,-8.986875153E1,6.638416790E2
2.203627723E0,-9.975000381E0,6.576000366E2,-9.005625153E1,6.638128029E2
2.213627723E0,-1.018125057E1,6.576750488E2,-8.986875153E1,6.638648358E2
2.223627723E0,-1.021875000E1,6.578625488E2,-8.977500153E1,6.640384830E2
2.233627723E0,-1.001250076E1,6.576562500E2,-8.953125000E1,6.637980401E2
2.243627723E0,-9.956250191E0,6.578062744E2,-8.934375000E1,6.639205730E2
2.253627723E0,-9.843750000E0,6.577687988E2,-8.960625458E1,6.639171432E2
2.263627723E0,-1.010625076E1,6.576562500E2,-8.983125305E1,6.638399909E2
2.273627723E0,-1.059375000E1,6.574125366E2,-8.998125458E1,6.636264740E2
2.283627723E0,-1.050000000E1,6.575062866E2,-8.983125305E1,6.636975373E2
2.293627723E0,-1.042500019E1,6.573000488E2,-8.986875153E1,6.634971193E2
2.303627723E0,-1.051875019E1,6.572625122E2,-8.986875153E1,6.634614130E2
2.313627723E0,-1.080000019E1,6.571312866E2,-9.005625153E1,6.633613618E2
2.323627723E0,-1.113750076E1,6.567562866E2,-9.016875458E1,6.630107603E2
2.333627723E0,-1.132500076E1,6.567562866E2,-9.039375305E1,6.630445734E2
2.343627723E0,-1.117500019E1,6.568312988E2,-9.026250458E1,6.630984508E2
2.353627723E0,-1.119375038E1,6.569250488E2,-9.058125305E1,6.632350890E2
2.363627723E0,-1.123125076E1,6.569812622E2,-9.050625610E1,6.632811638E2
2.373627723E0,-1.128750038E1,6.570562744E2,-9.041250610E1,6.633436339E2
2.383627723E0,-1.123125076E1,6.569812622E2,-9.043125153E1,6.632709334E2
2.393627723E0,-1.110000038E1,6.572437744E2,-9.033750153E1,6.635159781E2
2.403627723E0,-1.089375019E1,6.571687622E2,-9.016875458E1,6.634152999E2
2.413627723E0,-1.080000019E1,6.571312866E2,-8.996250153E1,6.633486410E2
2.423627723E0,-1.085625076E1,6.573562622E2,-9.001875305E1,6.635800551E2
2.433627723E0,-1.063125038E1,6.574687500E2,-8.955000305E1,6.636244297E2
2.443627723E0,-1.065000057E1,6.575250244E2,-8.958750153E1,6.636855435E2
2.453627723E0,-1.076250076E1,6.574687500E2,-8.968125153E1,6.636442688E2
2.463627723E0,-1.072500038E1,6.576000366E2,-8.962500000E1,6.637661293E2
2.473627723E0,-1.076250076E1,6.575625000E2,-8.971875000E1,6.637422142E2
2.483627723E0,-1.102500057E1,6.578250122E2,-8.981250000E1,6.640192636E2
2.493627723E0,-1.110000038E1,6.579937744E2,-8.992500305E1,6.642029233E2
2.503627723E0,-1.098750019E1,6.577125244E2,-8.985000610E1,6.639122785E2
2.513627723E0,-1.100625038E1,6.575437622E2,-8.986875153E1,6.637479411E2
2.523627723E0,-1.121250057E1,6.572812500E2,-8.968125153E1,6.634659665E2
2.533627723E0,-1.136250019E1,6.572625122E2,-8.960625458E1,6.634398219E2
2.543627723E0,-1.140000057E1,6.570750122E2,-8.977500153E1,6.632775306E2
2.553627723E0,-1.145625019E1,6.569437866E2,-8.968125153E1,6.631358166E2
2.563627723E0,-1.126875019E1,6.567750244E2,-8.960625458E1,6.629552762E2
2.573627723E0,-1.141875076E1,6.564937744E2,-8.934375000E1,6.626437726E2
2.583627723E0,-1.149375057E1,6.565500488E2,-8.930625153E1,6.626957669E2
2.593627723E0,-1.155000019E1,6.567375488E2,-8.934375000E1,6.628875593E2
2.603627723E0,-1.147500038E1,6.566437988E2,-8.936250305E1,6.627959046E2
2.613627723E0,-1.121250057E1,6.566250000E2,-8.934375000E1,6.627702592E2
2.623627723E0,-1.140000057E1,6.567562866E2,-8.934375000E1,6.629035267E2
2.633627723E0,-1.140000057E1,6.567937622E2,-8.945625305E1,6.629558261E2
2.643627723E0,-1.126875019E1,6.568687744E2,-8.928750610E1,6.630051510E2
2.653627723E0,-1.128750038E1,6.570937500E2,-8.951250458E1,6.632586919E2
2.663627723E0,-1.145625019E1,6.570187988E2,-8.981250000E1,6.632278891E2
2.673627723E0,-1.140000057E1,6.567562866E2,-8.971875000E1,6.629541720E2
2.683627723E0,-1.115625000E1,6.569250488E2,-8.983125305E1,6.631324421E2
2.693627723E0,-1.098750019E1,6.568500366E2,-8.958750153E1,6.630223346E2
2.703627723E0,-1.072500038E1,6.569250488E2,-8.943750000E1,6.630721015E2
2.713627723E0,-1.072500038E1,6.567000122E2,-8.925000000E1,6.628238787E2
2.723627723E0,-1.087500000E1,6.566625366E2,-8.921250153E1,6.627841451E2
2.733627723E0,-1.083750057E1,6.567000122E2,-8.913750458E1,6.628105704E2
2.743627723E0,-1.065000057E1,6.567937622E2,-8.900625610E1,6.628827817E2
2.753627723E0,-1.068750000E1,6.569437866E2,-8.900625610E1,6.630320317E2
2.763627723E0,-1.095000076E1,6.568875122E2,-8.906250000E1,6.629881108E2
2.773627723E0,-1.104375076E1,6.571125488E2,-8.917500305E1,6.632277493E2
2.783627723E0,-1.132500076E1,6.568875122E2,-8.910000610E1,6.629994498E2
2.793627723E0,-1.153125000E1,6.571125488E2,-8.926875305E1,6.632486576E2
2.803627723E0,-1.162500000E1,6.572625122E2,-8.949375153E1,6.634291840E2
2.813627723E0,-1.153125000E1,6.571500244E2,-8.962500000E1,6.633338262E2
2.823627723E0,-1.166250038E1,6.572062988E2,-8.958750153E1,6.633868054E2
2.833627723E0,-1.164375019E1,6.572062988E2,-8.973750305E1,6.634067497E2
2.843627723E0,-1.158750057E1,6.571875000E2,-8.966250610E1,6.633770009E2
2.853627723E0,-1.162500000E1,6.569625244E2,-8.956875610E1,6.631421124E2
2.863627723E0,-1.147500038E1,6.571500244E2,-8.951250458E1,6.633176605E2
2.873627723E0,-1.136250019E1,6.570187988E2,-8.921250153E1,6.631452924E2
2.883627723E0,-1.147500038E1,6.569437866E2,-8.932500458E1,6.630880566E2
2.893627723E0,-1.166250038E1,6.569812622E2,-8.923125458E1,6.631158342E2
2.903627723E0,-1.156875038E1,6.569437866E2,-8.911875153E1,6.630619327E2
2.913627723E0,-1.141875076E1,6.569625244E2,-8.874375153E1,6.630276011E2
2.923627723E0,-1.155000019E1,6.568312988E2,-8.885625458E1,6.629149203E2
2.933627723E0,-1.158750057E1,6.570562744E2,-8.896875000E1,6.631535692E2
2.943627723E0,-1.140000057E1,6.570937500E2,-8.900625610E1,6.631924833E2
2.953627723E0,-1.132500076E1,6.569250488E2,-8.902500153E1,6.630265653E2
2.963627723E0,-1.117500019E1,6.569250488E2,-8.881875610E1,6.629963588E2
2.973627723E0,-1.098750019E1,6.569437866E2,-8.868750000E1,6.629942206E2
2.983627723E0,-1.106250000E1,6.569812622E2,-8.872500610E1,6.630376192E2
2.993627723E0,-1.149375057E1,6.567937622E2,-8.895000458E1,6.628893239E2
3.003627723E0,-1.126875019E1,6.568687744E2,-8.870625305E1,6.629271233E2
3.013627723E0,-1.104375076E1,6.569812622E2,-8.906250000E1,6.630825531E2
3.023627723E0,-1.093125057E1,6.569625244E2,-8.917500305E1,6.630772443E2
3.033627723E0,-1.111875057E1,6.572625122E2,-8.938125610E1,6.634053403E2
3.043627723E0,-1.141875076E1,6.572250366E2,-8.960625458E1,6.634036610E2
3.053627723E0,-1.158750057E1,6.570562744E2,-8.981250000E1,6.632672938E2
3.063627723E0,-1.145625019E1,6.569062500E2,-8.962500000E1,6.630910251E2
3.073627723E0,-1.132500076E1,6.572062988E2,-8.988750458E1,6.634215389E2
3.083627723E0,-1.141875076E1,6.572812500E2,-8.992500305E1,6.635024760E2
3.093627723E0,-1.175625038E1,6.570375366E2,-8.975625610E1,6.632440874E2
3.103627723E0,-1.213125038E1,6.568312988E2,-8.941875458E1,6.630009321E2
3.113627723E0,-1.188750076E1,6.568500366E2,-8.913750458E1,6.629772078E2
3.123627723E0,-1.177500057E1,6.567937622E2,-8.881875610E1,6.628766613E2
3.133627723E0,-1.158750057E1,6.568875122E2,-8.874375153E1,6.629562032E2
3.143627723E0,-1.168125057E1,6.568875122E2,-8.876250458E1,6.629603589E2
3.153627723E0,-1.160625076E1,6.569062500E2,-8.844375610E1,6.629350076E2
3.163627723E0,-1.162500000E1,6.570000000E2,-8.851875305E1,6.630382419E2
3.173627723E0,-1.158750057E1,6.571312866E2,-8.848125458E1,6.631626727E2
3.183627723E0,-1.143750000E1,6.573562622E2,-8.851875305E1,6.633880022E2
3.193627723E0,-1.145625019E1,6.571312866E2,-8.870625305E1,6.631904499E2
3.203627723E0,-1.149375057E1,6.571312866E2,-8.891250610E1,6.632187180E2
3.213627723E0,-1.173750019E1,6.571875000E2,-8.902500153E1,6.632937735E2
3.223627723E0,-1.158750057E1,6.573750000E2,-8.900625610E1,6.634743962E2
3.233627723E0,-1.166250038E1,6.570562744E2,-8.895000458E1,6.631523694E2
3.243627723E0,-1.136250019E1,6.570937500E2,-8.863125610E1,6.631416155E2
3.253627723E0,-1.134375000E1,6.569437866E2,-8.842500305E1,6.629651579E2
3.263627723E0,-1.147500038E1,6.566812744E2,-8.848125458E1,6.627147985E2
3.273627723E0,-1.145625019E1,6.569250488E2,-8.840625000E1,6.629460238E2
3.283627723E0,-1.115625000E1,6.568312988E2,-8.825625610E1,6.628280198E2
3.293627723E0,-1.089375019E1,6.567750244E2,-8.803125000E1,6.627379629E2
3.303627723E0,-1.100625038E1,6.567000122E2,-8.816250610E1,6.626829340E2
